,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r36,0,35458,412082
1,1988_01_01_training_r36,0,500000,0
2,1988_02_01_training_r36,0,34611,417783
3,1988_03_01_training_r36,0,31823,425147
4,1988_04_01_training_r36,0,0,458505
5,1988_05_01_training_r36,0,500000,0
6,1988_06_01_training_r36,0,500000,0
7,1988_07_01_training_r36,0,500000,0
8,1988_08_01_training_r36,0,475442,8461
9,1988_09_01_training_r36,0,61027,356180
10,1988_10_01_training_r36,0,2050,427562
11,1988_11_01_training_r36,0,500000,0
12,1988_12_01_training_r36,0,19609,423308
13,1989_01_01_training_r36,0,500000,0
14,1989_02_01_training_r36,0,500000,0
15,1989_03_01_training_r36,0,164,455415
16,1989_04_01_training_r36,0,921,457683
17,1989_05_01_training_r36,0,0,456960
18,1989_06_01_training_r36,0,15403,435908
19,1989_07_01_training_r36,0,500000,0
20,1989_08_01_training_r36,0,500000,0
21,1989_09_01_training_r36,0,500000,0
22,1989_10_01_training_r36,0,500000,0
23,1989_11_01_training_r36,0,3119,441514
24,1989_12_01_training_r36,0,21285,426620
25,1990_01_01_training_r36,0,21743,426826
26,1990_02_01_training_r36,0,24534,427483
27,1990_03_01_training_r36,0,4891,449146
28,1990_04_01_training_r36,0,756,457004
29,1990_05_01_training_r36,0,500000,0
30,1990_06_01_training_r36,0,499999,1
31,1990_07_01_training_r36,0,500000,0
32,1990_08_01_training_r36,0,500000,0
33,1990_09_01_training_r36,0,495711,628
34,1990_10_01_training_r36,0,8005,425027
35,1990_11_01_training_r36,0,500000,0
36,1990_12_01_training_r36,0,41072,410653
37,1991_01_01_training_r36,0,61334,389505
38,1991_02_01_training_r36,0,12220,442551
39,1991_03_01_training_r36,0,25665,435351
40,1991_04_01_training_r36,0,908,457528
41,1991_05_01_training_r36,0,500000,0
42,1991_06_01_training_r36,0,483115,886
43,1991_07_01_training_r36,0,500000,0
44,1991_08_01_training_r36,0,19979,433325
45,1991_09_01_training_r36,0,500000,0
46,1991_10_01_training_r36,0,3398,440819
47,1991_11_01_training_r36,0,86215,368439
48,1991_12_01_training_r36,0,500000,0
49,1992_01_01_training_r36,0,215698,241953
50,1992_02_01_training_r36,0,209915,251760
51,1992_03_01_training_r36,0,22411,443483
52,1992_04_01_training_r36,0,70698,399305
53,1992_05_01_training_r36,0,12495,453981
54,1992_06_01_training_r36,0,48812,418748
55,1992_07_01_training_r36,0,490213,14
56,1992_08_01_training_r36,0,408250,67354
57,1992_09_01_training_r36,0,131067,316144
58,1992_10_01_training_r36,0,276,452501
59,1992_11_01_training_r36,0,500000,0
60,1992_12_01_training_r36,0,421580,39227
61,1993_01_01_training_r36,0,119134,338831
62,1993_02_01_training_r36,0,500000,0
63,1993_03_01_training_r36,0,3394,454673
64,1993_04_01_training_r36,0,500000,0
65,1993_05_01_training_r36,0,25,459291
66,1993_06_01_training_r36,0,500000,0
67,1993_07_01_training_r36,0,500000,0
68,1993_08_01_training_r36,0,500000,0
69,1993_09_01_training_r36,0,500000,0
70,1993_10_01_training_r36,0,1191,448233
71,1993_11_01_training_r36,0,32778,418028
72,1993_12_01_training_r36,0,141978,312484
73,1994_01_01_training_r36,0,500000,0
74,1994_02_01_training_r36,0,500000,0
75,1994_03_01_training_r36,0,500000,0
76,1994_04_01_training_r36,0,500000,0
77,1994_05_01_training_r36,0,500000,0
78,1994_06_01_training_r36,0,500000,0
79,1994_07_01_training_r36,0,500000,0
80,1994_08_01_training_r36,0,162594,252635
81,1994_09_01_training_r36,0,500000,0
82,1994_10_01_training_r36,0,485940,8501
83,1994_11_01_training_r36,0,500000,0
84,1994_12_01_training_r36,0,271649,182643
85,1995_01_01_training_r36,0,23783,430578
86,1995_02_01_training_r36,0,151801,307768
87,1995_03_01_training_r36,0,500000,0
88,1995_04_01_training_r36,0,500000,0
89,1995_05_01_training_r36,0,500000,0
90,1995_06_01_training_r36,0,500000,0
91,1995_07_01_training_r36,0,500000,0
92,1995_08_01_training_r36,0,500000,0
93,1995_09_01_training_r36,0,500000,0
94,1995_10_01_training_r36,0,500000,0
95,1995_11_01_training_r36,0,165247,289752
96,1995_12_01_training_r36,0,500000,0
97,1996_01_01_training_r36,0,500000,0
98,1996_02_01_training_r36,0,500000,0
99,1996_03_01_training_r36,0,500000,0
100,1996_04_01_training_r36,0,500000,0
101,1996_05_01_training_r36,0,500000,0
102,1996_06_01_training_r36,0,500000,0
103,1996_07_01_training_r36,0,443654,37673
104,1996_08_01_training_r36,0,500000,0
105,1996_09_01_training_r36,0,390487,34505
106,1996_10_01_training_r36,0,751,434679
107,1996_11_01_training_r36,0,300,441827
108,1996_12_01_training_r36,0,500000,0
109,1997_01_01_training_r36,0,500000,0
110,1997_02_01_training_r36,0,500000,0
111,1997_03_01_training_r36,0,463509,29880
112,1997_04_01_training_r36,0,500000,0
113,1997_05_01_training_r36,0,500000,0
114,1997_06_01_training_r36,0,500000,0
115,1997_07_01_training_r36,0,500000,0
116,1997_08_01_training_r36,0,500000,0
117,1997_09_01_training_r36,0,500000,0
118,1997_10_01_training_r36,0,500000,0
119,1997_11_01_training_r36,0,500000,0
120,1997_12_01_training_r36,0,500000,0
121,1998_01_01_training_r36,0,500000,0
122,1998_02_01_training_r36,0,500000,0
123,1998_03_01_training_r36,0,500000,0
124,1998_04_01_training_r36,0,500000,0
125,1998_05_01_training_r36,0,500000,0
126,1998_06_01_training_r36,0,500000,0
