,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r15,0,500000,0
1,1988_01_01_training_r15,0,261478,235458
2,1988_02_01_training_r15,0,354648,142674
3,1988_03_01_training_r15,0,500000,0
4,1988_04_01_training_r15,0,249668,245570
5,1988_05_01_training_r15,0,500000,0
6,1988_06_01_training_r15,0,500000,0
7,1988_07_01_training_r15,0,500000,0
8,1988_08_01_training_r15,0,500000,0
9,1988_09_01_training_r15,0,500000,0
10,1988_10_01_training_r15,0,250042,241899
11,1988_11_01_training_r15,0,252919,240561
12,1988_12_01_training_r15,0,283955,211170
13,1989_01_01_training_r15,0,500000,0
14,1989_02_01_training_r15,0,252506,244179
15,1989_03_01_training_r15,0,254763,242059
16,1989_04_01_training_r15,0,500000,0
17,1989_05_01_training_r15,0,249630,245565
18,1989_06_01_training_r15,0,500000,0
19,1989_07_01_training_r15,0,500000,0
20,1989_08_01_training_r15,0,500000,0
21,1989_09_01_training_r15,0,500000,0
22,1989_10_01_training_r15,0,500000,0
23,1989_11_01_training_r15,0,251091,241472
24,1989_12_01_training_r15,0,300064,194101
25,1990_01_01_training_r15,0,345696,149695
26,1990_02_01_training_r15,0,298318,198353
27,1990_03_01_training_r15,0,253585,241592
28,1990_04_01_training_r15,0,249630,244128
29,1990_05_01_training_r15,0,361949,136472
30,1990_06_01_training_r15,0,281644,209785
31,1990_07_01_training_r15,0,500000,0
32,1990_08_01_training_r15,0,500000,0
33,1990_09_01_training_r15,0,500000,0
34,1990_10_01_training_r15,0,500000,0
35,1990_11_01_training_r15,0,256165,236842
36,1990_12_01_training_r15,0,500000,0
37,1991_01_01_training_r15,0,451914,43605
38,1991_02_01_training_r15,0,252285,243691
39,1991_03_01_training_r15,0,249631,245982
40,1991_04_01_training_r15,0,249697,244476
41,1991_05_01_training_r15,0,249630,242585
42,1991_06_01_training_r15,0,500000,0
43,1991_07_01_training_r15,0,500000,0
44,1991_08_01_training_r15,0,500000,0
45,1991_09_01_training_r15,0,260310,229796
46,1991_10_01_training_r15,0,249630,242028
47,1991_11_01_training_r15,0,252868,240517
48,1991_12_01_training_r15,0,392340,102821
49,1992_01_01_training_r15,0,466660,28667
50,1992_02_01_training_r15,0,254113,242777
51,1992_03_01_training_r15,0,252767,244718
52,1992_04_01_training_r15,0,500000,0
53,1992_05_01_training_r15,0,500000,0
54,1992_06_01_training_r15,0,499679,9
55,1992_07_01_training_r15,0,437135,58084
56,1992_08_01_training_r15,0,500000,0
57,1992_09_01_training_r15,0,500000,0
58,1992_10_01_training_r15,0,500000,0
59,1992_11_01_training_r15,0,279354,213294
60,1992_12_01_training_r15,0,283806,210266
61,1993_01_01_training_r15,0,258064,238008
62,1993_02_01_training_r15,0,264118,232528
63,1993_03_01_training_r15,0,500000,0
64,1993_04_01_training_r15,0,500000,0
65,1993_05_01_training_r15,0,249630,243225
66,1993_06_01_training_r15,0,312670,187142
67,1993_07_01_training_r15,0,500000,0
68,1993_08_01_training_r15,0,454122,41291
69,1993_09_01_training_r15,0,500000,0
70,1993_10_01_training_r15,0,250093,236699
71,1993_11_01_training_r15,0,310510,182384
72,1993_12_01_training_r15,0,359677,135292
73,1994_01_01_training_r15,0,436828,58877
74,1994_02_01_training_r15,0,309197,187019
75,1994_03_01_training_r15,0,500000,0
76,1994_04_01_training_r15,0,279487,215873
77,1994_05_01_training_r15,0,500000,0
78,1994_06_01_training_r15,0,500000,0
79,1994_07_01_training_r15,0,403846,90496
80,1994_08_01_training_r15,0,500000,0
81,1994_09_01_training_r15,0,500000,0
82,1994_10_01_training_r15,0,249630,240190
83,1994_11_01_training_r15,0,500000,0
84,1994_12_01_training_r15,0,262302,233485
85,1995_01_01_training_r15,0,500000,0
86,1995_02_01_training_r15,0,500000,0
87,1995_03_01_training_r15,0,327782,170481
88,1995_04_01_training_r15,0,500000,0
89,1995_05_01_training_r15,0,500000,0
90,1995_06_01_training_r15,0,500000,0
91,1995_07_01_training_r15,0,500000,0
92,1995_08_01_training_r15,0,500000,0
93,1995_09_01_training_r15,0,500000,0
94,1995_10_01_training_r15,0,500000,0
95,1995_11_01_training_r15,0,252078,241191
