,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r39,0,16940,439707
1,1988_01_01_training_r39,0,191252,279391
2,1988_02_01_training_r39,0,8692,459020
3,1988_03_01_training_r39,0,246273,238300
4,1988_04_01_training_r39,0,8421,466836
5,1988_05_01_training_r39,0,500000,0
6,1988_06_01_training_r39,0,98204,373974
7,1988_07_01_training_r39,0,500000,0
8,1988_08_01_training_r39,0,500000,0
9,1988_09_01_training_r39,0,253368,201732
10,1988_10_01_training_r39,0,226100,239011
11,1988_11_01_training_r39,0,2109,448384
12,1988_12_01_training_r39,0,11619,446765
13,1989_01_01_training_r39,0,24409,441618
14,1989_02_01_training_r39,0,2718,469127
15,1989_03_01_training_r39,0,592,476331
16,1989_04_01_training_r39,0,522,476999
17,1989_05_01_training_r39,0,0,476780
18,1989_06_01_training_r39,0,304103,177150
19,1989_07_01_training_r39,0,500000,0
20,1989_08_01_training_r39,0,500000,0
21,1989_09_01_training_r39,0,500000,0
22,1989_10_01_training_r39,0,156834,294711
23,1989_11_01_training_r39,0,2108,448597
24,1989_12_01_training_r39,0,22172,442854
25,1990_01_01_training_r39,0,18600,449483
26,1990_02_01_training_r39,0,327634,161591
27,1990_03_01_training_r39,0,283033,204630
28,1990_04_01_training_r39,0,266143,222807
29,1990_05_01_training_r39,0,2702,467486
30,1990_06_01_training_r39,0,381447,100402
31,1990_07_01_training_r39,0,500000,0
32,1990_08_01_training_r39,0,500000,0
33,1990_09_01_training_r39,0,499719,201
34,1990_10_01_training_r39,0,12598,430721
35,1990_11_01_training_r39,0,516,451572
36,1990_12_01_training_r39,0,145087,320761
37,1991_01_01_training_r39,0,288793,194436
38,1991_02_01_training_r39,0,12544,456763
39,1991_03_01_training_r39,0,667,473270
40,1991_04_01_training_r39,0,167321,316256
41,1991_05_01_training_r39,0,72097,409289
42,1991_06_01_training_r39,0,482560,8839
43,1991_07_01_training_r39,0,234722,218371
44,1991_08_01_training_r39,0,274044,210446
45,1991_09_01_training_r39,0,500000,0
46,1991_10_01_training_r39,0,288467,188344
47,1991_11_01_training_r39,0,5547,448142
48,1991_12_01_training_r39,0,72163,392543
49,1992_01_01_training_r39,0,407455,79640
50,1992_02_01_training_r39,0,197053,276552
51,1992_03_01_training_r39,0,280,475706
52,1992_04_01_training_r39,0,0,474158
53,1992_05_01_training_r39,0,234,477070
54,1992_06_01_training_r39,0,321483,168628
55,1992_07_01_training_r39,0,494602,0
56,1992_08_01_training_r39,0,402259,80915
57,1992_09_01_training_r39,0,425874,58334
58,1992_10_01_training_r39,0,303059,177089
59,1992_11_01_training_r39,0,500000,0
60,1992_12_01_training_r39,0,427762,56862
61,1993_01_01_training_r39,0,43704,425339
62,1993_02_01_training_r39,0,64239,413392
63,1993_03_01_training_r39,0,257483,228407
64,1993_04_01_training_r39,0,500000,0
65,1993_05_01_training_r39,0,106777,370100
66,1993_06_01_training_r39,0,500000,0
67,1993_07_01_training_r39,0,500000,0
68,1993_08_01_training_r39,0,500000,0
69,1993_09_01_training_r39,0,66258,343584
70,1993_10_01_training_r39,0,238175,234428
71,1993_11_01_training_r39,0,33245,421239
72,1993_12_01_training_r39,0,56295,404689
73,1994_01_01_training_r39,0,500000,0
74,1994_02_01_training_r39,0,500000,0
75,1994_03_01_training_r39,0,500000,0
76,1994_04_01_training_r39,0,500000,0
77,1994_05_01_training_r39,0,500000,0
78,1994_06_01_training_r39,0,500000,0
79,1994_07_01_training_r39,0,500000,0
80,1994_08_01_training_r39,0,448153,29624
81,1994_09_01_training_r39,0,500000,0
82,1994_10_01_training_r39,0,365484,117916
83,1994_11_01_training_r39,0,77119,393203
84,1994_12_01_training_r39,0,147407,315447
85,1995_01_01_training_r39,0,77906,393642
86,1995_02_01_training_r39,0,335357,150760
87,1995_03_01_training_r39,0,500000,0
88,1995_04_01_training_r39,0,500000,0
89,1995_05_01_training_r39,0,500000,0
90,1995_06_01_training_r39,0,500000,0
91,1995_07_01_training_r39,0,500000,0
92,1995_08_01_training_r39,0,500000,0
93,1995_09_01_training_r39,0,500000,0
94,1995_10_01_training_r39,0,500000,0
95,1995_11_01_training_r39,0,260562,212220
96,1995_12_01_training_r39,0,500000,0
97,1996_01_01_training_r39,0,500000,0
98,1996_02_01_training_r39,0,500000,0
99,1996_03_01_training_r39,0,500000,0
100,1996_04_01_training_r39,0,500000,0
101,1996_05_01_training_r39,0,500000,0
102,1996_06_01_training_r39,0,500000,0
103,1996_07_01_training_r39,0,496199,858
104,1996_08_01_training_r39,0,500000,0
105,1996_09_01_training_r39,0,372326,63331
106,1996_10_01_training_r39,0,3652,423560
107,1996_11_01_training_r39,0,168084,293065
108,1996_12_01_training_r39,0,500000,0
109,1997_01_01_training_r39,0,256277,216471
110,1997_02_01_training_r39,0,500000,0
111,1997_03_01_training_r39,0,494198,4410
112,1997_04_01_training_r39,0,500000,0
113,1997_05_01_training_r39,0,500000,0
114,1997_06_01_training_r39,0,500000,0
115,1997_07_01_training_r39,0,500000,0
116,1997_08_01_training_r39,0,500000,0
117,1997_09_01_training_r39,0,500000,0
118,1997_10_01_training_r39,0,500000,0
119,1997_11_01_training_r39,0,500000,0
120,1997_12_01_training_r39,0,500000,0
121,1998_01_01_training_r39,0,500000,0
122,1998_02_01_training_r39,0,500000,0
123,1998_03_01_training_r39,0,500000,0
124,1998_04_01_training_r39,0,500000,0
125,1998_05_01_training_r39,0,500000,0
126,1998_06_01_training_r39,0,500000,0
