,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r12,0,383569,112886
1,1988_01_01_training_r12,0,465618,33781
2,1988_02_01_training_r12,0,471209,28065
3,1988_03_01_training_r12,0,500000,0
4,1988_04_01_training_r12,0,444742,54473
5,1988_05_01_training_r12,0,500000,0
6,1988_06_01_training_r12,0,249828,243550
7,1988_07_01_training_r12,0,500000,0
8,1988_08_01_training_r12,0,500000,0
9,1988_09_01_training_r12,0,500000,0
10,1988_10_01_training_r12,0,249763,242799
11,1988_11_01_training_r12,0,397156,100358
12,1988_12_01_training_r12,0,416485,81565
13,1989_01_01_training_r12,0,252614,240578
14,1989_02_01_training_r12,0,360595,137341
15,1989_03_01_training_r12,0,249936,245952
16,1989_04_01_training_r12,0,297052,198091
17,1989_05_01_training_r12,0,249760,244408
18,1989_06_01_training_r12,0,500000,0
19,1989_07_01_training_r12,0,500000,0
20,1989_08_01_training_r12,0,500000,0
21,1989_09_01_training_r12,0,500000,0
22,1989_10_01_training_r12,0,500000,0
23,1989_11_01_training_r12,0,374376,122735
24,1989_12_01_training_r12,0,254297,239787
25,1990_01_01_training_r12,0,313794,181347
26,1990_02_01_training_r12,0,251275,244552
27,1990_03_01_training_r12,0,314400,182727
28,1990_04_01_training_r12,0,390506,107314
29,1990_05_01_training_r12,0,380723,115428
30,1990_06_01_training_r12,0,379783,114272
31,1990_07_01_training_r12,0,500000,0
32,1990_08_01_training_r12,0,500000,0
33,1990_09_01_training_r12,0,500000,0
34,1990_10_01_training_r12,0,500000,0
35,1990_11_01_training_r12,0,324986,171340
36,1990_12_01_training_r12,0,364948,129211
37,1991_01_01_training_r12,0,487511,10762
38,1991_02_01_training_r12,0,255668,240448
39,1991_03_01_training_r12,0,250661,244694
40,1991_04_01_training_r12,0,277952,216804
41,1991_05_01_training_r12,0,249760,244121
42,1991_06_01_training_r12,0,500000,0
43,1991_07_01_training_r12,0,500000,0
44,1991_08_01_training_r12,0,500000,0
45,1991_09_01_training_r12,0,389586,109877
46,1991_10_01_training_r12,0,376529,120577
47,1991_11_01_training_r12,0,354268,142951
48,1991_12_01_training_r12,0,382675,112810
49,1992_01_01_training_r12,0,463102,32030
50,1992_02_01_training_r12,0,255480,241729
51,1992_03_01_training_r12,0,341204,157562
52,1992_04_01_training_r12,0,373279,123170
53,1992_05_01_training_r12,0,249760,249899
54,1992_06_01_training_r12,0,257473,238202
55,1992_07_01_training_r12,0,466436,33252
56,1992_08_01_training_r12,0,500000,0
57,1992_09_01_training_r12,0,500000,0
58,1992_10_01_training_r12,0,500000,0
59,1992_11_01_training_r12,0,252371,241119
60,1992_12_01_training_r12,0,398506,98273
61,1993_01_01_training_r12,0,414926,83207
