,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r28,0,138019,326750
1,1988_01_01_training_r28,0,28353,444793
2,1988_02_01_training_r28,0,5239,469382
3,1988_03_01_training_r28,0,426497,62012
4,1988_04_01_training_r28,0,373,473704
5,1988_05_01_training_r28,0,500000,0
6,1988_06_01_training_r28,0,500000,0
7,1988_07_01_training_r28,0,484665,4128
8,1988_08_01_training_r28,0,310939,162632
9,1988_09_01_training_r28,0,93068,327834
10,1988_10_01_training_r28,0,463362,31830
11,1988_11_01_training_r28,0,500000,0
12,1988_12_01_training_r28,0,500000,0
13,1989_01_01_training_r28,0,350140,142301
14,1989_02_01_training_r28,0,12899,461392
15,1989_03_01_training_r28,0,1401,473502
16,1989_04_01_training_r28,0,12,475722
17,1989_05_01_training_r28,0,79949,397392
18,1989_06_01_training_r28,0,25778,447262
19,1989_07_01_training_r28,0,500000,0
20,1989_08_01_training_r28,0,500000,0
21,1989_09_01_training_r28,0,500000,0
22,1989_10_01_training_r28,0,500000,0
23,1989_11_01_training_r28,0,9451,446486
24,1989_12_01_training_r28,0,342748,122244
25,1990_01_01_training_r28,0,22120,452339
26,1990_02_01_training_r28,0,116306,361941
27,1990_03_01_training_r28,0,6754,465921
28,1990_04_01_training_r28,0,500000,0
29,1990_05_01_training_r28,0,407105,90412
30,1990_06_01_training_r28,0,500000,0
31,1990_07_01_training_r28,0,500000,0
32,1990_08_01_training_r28,0,142930,245214
33,1990_09_01_training_r28,0,500000,0
34,1990_10_01_training_r28,0,500000,0
35,1990_11_01_training_r28,0,500000,0
36,1990_12_01_training_r28,0,378102,93702
37,1991_01_01_training_r28,0,89524,378175
38,1991_02_01_training_r28,0,500000,0
39,1991_03_01_training_r28,0,4946,470322
40,1991_04_01_training_r28,0,500000,0
41,1991_05_01_training_r28,0,294,472500
42,1991_06_01_training_r28,0,500000,0
43,1991_07_01_training_r28,0,500000,0
44,1991_08_01_training_r28,0,500000,0
45,1991_09_01_training_r28,0,500000,0
46,1991_10_01_training_r28,0,500000,0
47,1991_11_01_training_r28,0,402398,74795
48,1991_12_01_training_r28,0,500000,0
49,1992_01_01_training_r28,0,390791,77369
50,1992_02_01_training_r28,0,256761,219144
51,1992_03_01_training_r28,0,3160,473714
52,1992_04_01_training_r28,0,302,476891
53,1992_05_01_training_r28,0,500000,0
54,1992_06_01_training_r28,0,23150,458111
55,1992_07_01_training_r28,0,500000,0
56,1992_08_01_training_r28,0,123355,306253
57,1992_09_01_training_r28,0,500000,0
58,1992_10_01_training_r28,0,500000,0
59,1992_11_01_training_r28,0,5644,453657
60,1992_12_01_training_r28,0,207946,255792
61,1993_01_01_training_r28,0,371742,123276
62,1993_02_01_training_r28,0,500000,0
63,1993_03_01_training_r28,0,500000,0
64,1993_04_01_training_r28,0,434979,64206
65,1993_05_01_training_r28,0,473059,24131
66,1993_06_01_training_r28,0,9032,456521
67,1993_07_01_training_r28,0,500000,0
68,1993_08_01_training_r28,0,500000,0
69,1993_09_01_training_r28,0,500000,0
70,1993_10_01_training_r28,0,349691,91180
71,1993_11_01_training_r28,0,126258,318799
72,1993_12_01_training_r28,0,182905,277532
73,1994_01_01_training_r28,0,500000,0
74,1994_02_01_training_r28,0,7507,464454
75,1994_03_01_training_r28,0,500000,0
76,1994_04_01_training_r28,0,500000,0
77,1994_05_01_training_r28,0,117830,360329
78,1994_06_01_training_r28,0,500000,0
79,1994_07_01_training_r28,0,443280,47413
80,1994_08_01_training_r28,0,500000,0
81,1994_09_01_training_r28,0,373780,46958
82,1994_10_01_training_r28,0,63470,384608
83,1994_11_01_training_r28,0,15809,439660
84,1994_12_01_training_r28,0,343959,119075
85,1995_01_01_training_r28,0,500000,0
86,1995_02_01_training_r28,0,7065,465154
87,1995_03_01_training_r28,0,4230,469946
88,1995_04_01_training_r28,0,500000,0
89,1995_05_01_training_r28,0,500000,0
90,1995_06_01_training_r28,0,500000,0
91,1995_07_01_training_r28,0,500000,0
92,1995_08_01_training_r28,0,500000,0
93,1995_09_01_training_r28,0,500000,0
94,1995_10_01_training_r28,0,20957,430454
95,1995_11_01_training_r28,0,55713,402944
96,1995_12_01_training_r28,0,500000,0
97,1996_01_01_training_r28,0,500000,0
98,1996_02_01_training_r28,0,500000,0
99,1996_03_01_training_r28,0,31456,446657
100,1996_04_01_training_r28,0,500000,0
101,1996_05_01_training_r28,0,500000,0
102,1996_06_01_training_r28,0,500000,0
103,1996_07_01_training_r28,0,480118,3748
104,1996_08_01_training_r28,0,500000,0
105,1996_09_01_training_r28,0,483915,307
106,1996_10_01_training_r28,0,130,425677
107,1996_11_01_training_r28,0,18534,435487
108,1996_12_01_training_r28,0,272889,190216
109,1997_01_01_training_r28,0,56444,414586
110,1997_02_01_training_r28,0,500000,0
111,1997_03_01_training_r28,0,500000,0
112,1997_04_01_training_r28,0,500000,0
113,1997_05_01_training_r28,0,500000,0
114,1997_06_01_training_r28,0,500000,0
115,1997_07_01_training_r28,0,500000,0
116,1997_08_01_training_r28,0,500000,0
117,1997_09_01_training_r28,0,500000,0
118,1997_10_01_training_r28,0,500000,0
119,1997_11_01_training_r28,0,500000,0
120,1997_12_01_training_r28,0,500000,0
