,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r7,0,449664,48910
1,1988_01_01_training_r7,0,500000,0
2,1988_02_01_training_r7,0,497410,2590
3,1988_03_01_training_r7,0,500000,0
4,1988_04_01_training_r7,0,500000,0
5,1988_05_01_training_r7,0,500000,0
6,1988_06_01_training_r7,0,250283,239802
7,1988_07_01_training_r7,0,500000,0
8,1988_08_01_training_r7,0,500000,0
9,1988_09_01_training_r7,0,500000,0
10,1988_10_01_training_r7,0,257241,233406
11,1988_11_01_training_r7,0,500000,0
12,1988_12_01_training_r7,0,500000,0
13,1989_01_01_training_r7,0,252991,238480
14,1989_02_01_training_r7,0,306201,190878
15,1989_03_01_training_r7,0,251661,245119
16,1989_04_01_training_r7,0,250034,242818
17,1989_05_01_training_r7,0,250000,239983
18,1989_06_01_training_r7,0,500000,0
19,1989_07_01_training_r7,0,500000,0
20,1989_08_01_training_r7,0,500000,0
21,1989_09_01_training_r7,0,500000,0
22,1989_10_01_training_r7,0,500000,0
23,1989_11_01_training_r7,0,500000,0
24,1989_12_01_training_r7,0,343746,150862
25,1990_01_01_training_r7,0,259821,234582
26,1990_02_01_training_r7,0,252390,243815
27,1990_03_01_training_r7,0,265856,225114
28,1990_04_01_training_r7,0,500000,0
29,1990_05_01_training_r7,0,500000,0
30,1990_06_01_training_r7,0,250233,238551
31,1990_07_01_training_r7,0,500000,0
32,1990_08_01_training_r7,0,500000,0
33,1990_09_01_training_r7,0,500000,0
34,1990_10_01_training_r7,0,500000,0
35,1990_11_01_training_r7,0,500000,0
36,1990_12_01_training_r7,0,294754,199769
37,1991_01_01_training_r7,0,452768,43444
38,1991_02_01_training_r7,0,277792,219977
39,1991_03_01_training_r7,0,256889,239224
40,1991_04_01_training_r7,0,321919,174451
41,1991_05_01_training_r7,0,250031,241978
42,1991_06_01_training_r7,0,500000,0
43,1991_07_01_training_r7,0,500000,0
44,1991_08_01_training_r7,0,500000,0
45,1991_09_01_training_r7,0,500000,0
46,1991_10_01_training_r7,0,500000,0
47,1991_11_01_training_r7,0,500000,0
48,1991_12_01_training_r7,0,417581,76382
49,1992_01_01_training_r7,0,465841,29617
50,1992_02_01_training_r7,0,326120,171977
