,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r1,0,500000,0
1,1988_01_01_training_r1,0,499592,149
2,1988_02_01_training_r1,0,500000,0
3,1988_03_01_training_r1,0,500000,0
4,1988_04_01_training_r1,0,500000,0
5,1988_05_01_training_r1,0,500000,0
6,1988_06_01_training_r1,0,499124,876
7,1988_07_01_training_r1,0,500000,0
8,1988_08_01_training_r1,0,500000,0
9,1988_09_01_training_r1,0,500000,0
10,1988_10_01_training_r1,0,500000,0
11,1988_11_01_training_r1,0,500000,0
12,1988_12_01_training_r1,0,500000,0
13,1989_01_01_training_r1,0,499876,124
14,1989_02_01_training_r1,0,10769,475453
15,1989_03_01_training_r1,0,500000,0
16,1989_04_01_training_r1,0,831,490860
17,1989_05_01_training_r1,0,86937,411072
18,1989_06_01_training_r1,0,500000,0
19,1989_07_01_training_r1,0,500000,0
20,1989_08_01_training_r1,0,500000,0
21,1989_09_01_training_r1,0,500000,0
22,1989_10_01_training_r1,0,500000,0
23,1989_11_01_training_r1,0,500000,0
24,1989_12_01_training_r1,0,489696,10291
25,1990_01_01_training_r1,0,294045,203610
26,1990_02_01_training_r1,0,119714,370820
27,1990_03_01_training_r1,0,4564,481526
28,1990_04_01_training_r1,0,500000,0
29,1990_05_01_training_r1,0,500000,0
30,1990_06_01_training_r1,0,500000,0
31,1990_07_01_training_r1,0,500000,0
32,1990_08_01_training_r1,0,500000,0
33,1990_09_01_training_r1,0,500000,0
34,1990_10_01_training_r1,0,500000,0
35,1990_11_01_training_r1,0,500000,0
36,1990_12_01_training_r1,0,314790,176763
37,1991_01_01_training_r1,0,171410,316890
38,1991_02_01_training_r1,0,71001,416535
39,1991_03_01_training_r1,0,3494,484381
40,1991_04_01_training_r1,0,499934,66
41,1991_05_01_training_r1,0,497416,2565
42,1991_06_01_training_r1,0,500000,0
43,1991_07_01_training_r1,0,500000,0
44,1991_08_01_training_r1,0,500000,0
45,1991_09_01_training_r1,0,500000,0
46,1991_10_01_training_r1,0,500000,0
47,1991_11_01_training_r1,0,500000,0
48,1991_12_01_training_r1,0,248559,242524
49,1992_01_01_training_r1,0,358240,131518
50,1992_02_01_training_r1,0,495312,4688
51,1992_03_01_training_r1,0,439642,60350
52,1992_04_01_training_r1,0,483368,16613
53,1992_05_01_training_r1,0,1015,491860
54,1992_06_01_training_r1,0,491028,8972
55,1992_07_01_training_r1,0,500000,0
56,1992_08_01_training_r1,0,500000,0
57,1992_09_01_training_r1,0,500000,0
58,1992_10_01_training_r1,0,8937,478035
59,1992_11_01_training_r1,0,13553,473887
60,1992_12_01_training_r1,0,297064,192563
61,1993_01_01_training_r1,0,168492,320269
62,1993_02_01_training_r1,0,15757,476095
63,1993_03_01_training_r1,0,11027,479952
64,1993_04_01_training_r1,0,500000,0
65,1993_05_01_training_r1,0,500000,0
66,1993_06_01_training_r1,0,500000,0
67,1993_07_01_training_r1,0,247246,242033
68,1993_08_01_training_r1,0,87930,407149
69,1993_09_01_training_r1,0,268953,218238
70,1993_10_01_training_r1,0,7890,476762
71,1993_11_01_training_r1,0,497057,2877
72,1993_12_01_training_r1,0,499673,327
73,1994_01_01_training_r1,0,66321,421646
74,1994_02_01_training_r1,0,143461,346774
75,1994_03_01_training_r1,0,8116,480220
76,1994_04_01_training_r1,0,639,493332
77,1994_05_01_training_r1,0,500000,0
78,1994_06_01_training_r1,0,500000,0
79,1994_07_01_training_r1,0,500000,0
80,1994_08_01_training_r1,0,500000,0
81,1994_09_01_training_r1,0,496311,3646
82,1994_10_01_training_r1,0,6844,475511
83,1994_11_01_training_r1,0,8810,476010
84,1994_12_01_training_r1,0,34865,452144
85,1995_01_01_training_r1,0,267122,219943
86,1995_02_01_training_r1,0,44029,447858
87,1995_03_01_training_r1,0,499861,139
88,1995_04_01_training_r1,0,500000,0
89,1995_05_01_training_r1,0,500000,0
90,1995_06_01_training_r1,0,500000,0
91,1995_07_01_training_r1,0,500000,0
92,1995_08_01_training_r1,0,500000,0
93,1995_09_01_training_r1,0,500000,0
94,1995_10_01_training_r1,0,500000,0
95,1995_11_01_training_r1,0,8063,476186
96,1995_12_01_training_r1,0,55675,429773
97,1996_01_01_training_r1,0,109076,378243
98,1996_02_01_training_r1,0,500000,0
99,1996_03_01_training_r1,0,500000,0
100,1996_04_01_training_r1,0,500000,0
101,1996_05_01_training_r1,0,500000,0
102,1996_06_01_training_r1,0,5219,481931
103,1996_07_01_training_r1,0,28985,454054
104,1996_08_01_training_r1,0,500000,0
105,1996_09_01_training_r1,0,30603,450798
106,1996_10_01_training_r1,0,500000,0
107,1996_11_01_training_r1,0,10531,471784
108,1996_12_01_training_r1,0,41898,443049
109,1997_01_01_training_r1,0,54155,431986
110,1997_02_01_training_r1,0,8912,479503
111,1997_03_01_training_r1,0,499996,4
112,1997_04_01_training_r1,0,500000,0
113,1997_05_01_training_r1,0,500000,0
114,1997_06_01_training_r1,0,500000,0
115,1997_07_01_training_r1,0,500000,0
116,1997_08_01_training_r1,0,500000,0
117,1997_09_01_training_r1,0,500000,0
118,1997_10_01_training_r1,0,500000,0
119,1997_11_01_training_r1,0,500000,0
120,1997_12_01_training_r1,0,447469,48945
121,1998_01_01_training_r1,0,450550,49319
122,1998_02_01_training_r1,0,500000,0
123,1998_03_01_training_r1,0,500000,0
124,1998_04_01_training_r1,0,500000,0
125,1998_05_01_training_r1,0,615,486273
126,1998_06_01_training_r1,0,642,485440
127,1998_07_01_training_r1,0,499160,836
128,1998_08_01_training_r1,0,500000,0
129,1998_09_01_training_r1,0,45176,432307
130,1998_10_01_training_r1,0,4200,475463
131,1998_11_01_training_r1,0,24677,458481
132,1998_12_01_training_r1,0,500000,0
133,1999_01_01_training_r1,0,500000,0
134,1999_02_01_training_r1,0,11040,474273
135,1999_03_01_training_r1,0,500000,0
136,1999_04_01_training_r1,0,1459,489336
137,1999_05_01_training_r1,0,500000,0
138,1999_06_01_training_r1,0,500000,0
139,1999_07_01_training_r1,0,500000,0
140,1999_08_01_training_r1,0,500000,0
141,1999_09_01_training_r1,0,123481,357067
142,1999_10_01_training_r1,0,42095,443045
143,1999_11_01_training_r1,0,6252,476862
144,1999_12_01_training_r1,0,27309,457813
145,2000_01_01_training_r1,0,17936,469044
146,2000_02_01_training_r1,0,97692,392641
147,2000_03_01_training_r1,0,497929,2063
148,2000_04_01_training_r1,0,675,492473
149,2000_05_01_training_r1,0,51345,442266
150,2000_06_01_training_r1,0,36003,454297
151,2000_07_01_training_r1,0,500000,0
152,2000_08_01_training_r1,0,283271,208574
153,2000_09_01_training_r1,0,203467,284718
154,2000_10_01_training_r1,0,4486,478871
155,2000_11_01_training_r1,0,24995,465416
156,2000_12_01_training_r1,0,65726,422590
157,2001_01_01_training_r1,0,500000,0
158,2001_02_01_training_r1,0,499828,172
159,2001_03_01_training_r1,0,7080,481963
160,2001_04_01_training_r1,0,493369,6631
161,2001_05_01_training_r1,0,144248,349458
162,2001_06_01_training_r1,0,500000,0
163,2001_07_01_training_r1,0,102831,379399
164,2001_08_01_training_r1,0,57935,424335
165,2001_09_01_training_r1,0,9968,476154
166,2001_10_01_training_r1,0,500000,0
167,2001_11_01_training_r1,0,103637,384820
168,2001_12_01_training_r1,0,499959,41
169,2002_01_01_training_r1,0,500000,0
170,2002_02_01_training_r1,0,50029,438223
171,2002_03_01_training_r1,0,500000,0
172,2002_04_01_training_r1,0,8758,483232
173,2002_05_01_training_r1,0,500000,0
174,2002_06_01_training_r1,0,62521,434954
175,2002_07_01_training_r1,0,216852,281201
176,2002_08_01_training_r1,0,498966,1034
177,2002_09_01_training_r1,0,18039,460614
178,2002_10_01_training_r1,0,3260,482119
179,2002_11_01_training_r1,0,5253,486089
180,2002_12_01_training_r1,0,233469,255199
181,2003_01_01_training_r1,0,424638,75236
182,2003_02_01_training_r1,0,7952,475284
183,2003_03_01_training_r1,0,280451,215904
184,2003_04_01_training_r1,0,1311,490844
185,2003_05_01_training_r1,0,498880,1120
186,2003_06_01_training_r1,0,500000,0
187,2003_07_01_training_r1,0,499527,473
188,2003_08_01_training_r1,0,490508,9434
189,2003_09_01_training_r1,0,500000,0
190,2003_10_01_training_r1,0,119121,366305
191,2003_11_01_training_r1,0,40355,444603
192,2003_12_01_training_r1,0,160590,332456
193,2004_01_01_training_r1,0,140174,349345
194,2004_02_01_training_r1,0,201517,290497
195,2004_03_01_training_r1,0,93326,397304
196,2004_04_01_training_r1,0,75318,417204
197,2004_05_01_training_r1,0,12637,480269
198,2004_06_01_training_r1,0,403348,91882
199,2004_07_01_training_r1,0,409277,88380
200,2004_08_01_training_r1,0,499475,525
201,2004_09_01_training_r1,0,77292,407905
202,2004_10_01_training_r1,0,47089,435549
203,2004_11_01_training_r1,0,50186,436182
204,2004_12_01_training_r1,0,90349,398126
205,2005_01_01_training_r1,0,381095,117603
206,2005_02_01_training_r1,0,92951,396030
207,2005_03_01_training_r1,0,2901,485342
208,2005_04_01_training_r1,0,80193,412883
209,2005_05_01_training_r1,0,5513,483543
210,2005_06_01_training_r1,0,68326,416501
211,2005_07_01_training_r1,0,500000,0
212,2005_08_01_training_r1,0,500000,0
213,2005_09_01_training_r1,0,494062,5712
214,2005_10_01_training_r1,0,283850,207168
215,2005_11_01_training_r1,0,40503,445224
216,2005_12_01_training_r1,0,32066,454121
217,2006_01_01_training_r1,0,320833,176674
218,2006_02_01_training_r1,0,499717,283
219,2006_03_01_training_r1,0,2011,483990
220,2006_04_01_training_r1,0,84833,408161
221,2006_05_01_training_r1,0,86210,408354
222,2006_06_01_training_r1,0,316563,178844
223,2006_07_01_training_r1,0,467845,28570
224,2006_08_01_training_r1,0,469605,29673
225,2006_09_01_training_r1,0,103946,382246
226,2006_10_01_training_r1,0,11373,476358
227,2006_11_01_training_r1,0,491761,4781
228,2006_12_01_training_r1,0,317511,179857
229,2007_01_01_training_r1,0,112560,377510
230,2007_02_01_training_r1,0,196180,292045
231,2007_03_01_training_r1,0,78872,409601
232,2007_04_01_training_r1,0,9689,477171
233,2007_05_01_training_r1,0,61705,429489
234,2007_06_01_training_r1,0,51639,433767
235,2007_07_01_training_r1,0,499945,55
236,2007_08_01_training_r1,0,500000,0
237,2007_09_01_training_r1,0,143504,345093
238,2007_10_01_training_r1,0,34136,449830
239,2007_11_01_training_r1,0,90191,396852
240,2007_12_01_training_r1,0,83351,403798
241,2008_01_01_training_r1,0,123693,365834
242,2008_02_01_training_r1,0,486960,9964
243,2008_03_01_training_r1,0,80760,410126
244,2008_04_01_training_r1,0,1884,486705
245,2008_05_01_training_r1,0,612,485540
246,2008_06_01_training_r1,0,3763,487873
247,2008_07_01_training_r1,0,499410,590
248,2008_08_01_training_r1,0,285906,213912
249,2008_09_01_training_r1,0,116721,379410
250,2008_10_01_training_r1,0,4958,476751
251,2008_11_01_training_r1,0,6501,476986
252,2008_12_01_training_r1,0,11698,472250
253,2009_01_01_training_r1,0,383985,114198
254,2009_02_01_training_r1,0,31067,458982
255,2009_03_01_training_r1,0,1431,487646
256,2009_04_01_training_r1,0,613,489029
257,2009_05_01_training_r1,0,678,487207
258,2009_06_01_training_r1,0,873,488653
259,2009_07_01_training_r1,0,315758,178693
260,2009_08_01_training_r1,0,311269,187532
261,2009_09_01_training_r1,0,145240,340978
262,2009_10_01_training_r1,0,1752,477074
263,2009_11_01_training_r1,0,37237,444628
264,2009_12_01_training_r1,0,28114,454073
265,2010_01_01_training_r1,0,12157,470914
266,2010_02_01_training_r1,0,21014,466213
267,2010_03_01_training_r1,0,1308,484840
268,2010_04_01_training_r1,0,613,491160
269,2010_05_01_training_r1,0,74084,413409
270,2010_06_01_training_r1,0,498180,1820
271,2010_07_01_training_r1,0,500000,0
272,2010_08_01_training_r1,0,280472,207239
273,2010_09_01_training_r1,0,63692,414618
274,2010_10_01_training_r1,0,1019,476960
275,2010_11_01_training_r1,0,23860,464017
276,2010_12_01_training_r1,0,7411,474528
277,2011_01_01_training_r1,0,324476,161537
278,2011_02_01_training_r1,0,19639,464581
279,2011_03_01_training_r1,0,666,483956
280,2011_04_01_training_r1,0,75078,414994
281,2011_05_01_training_r1,0,612,484204
282,2011_06_01_training_r1,0,3179,481643
283,2011_07_01_training_r1,0,500000,0
284,2011_08_01_training_r1,0,45351,432761
285,2011_09_01_training_r1,0,500000,0
286,2011_10_01_training_r1,0,1438,477663
287,2011_11_01_training_r1,0,8146,475254
288,2011_12_01_training_r1,0,88882,397792
289,2012_01_01_training_r1,0,42182,444145
290,2012_02_01_training_r1,0,496654,3335
291,2012_03_01_training_r1,0,26550,461931
292,2012_04_01_training_r1,0,43343,445590
293,2012_05_01_training_r1,0,651,487128
294,2012_06_01_training_r1,0,264028,232302
295,2012_07_01_training_r1,0,500000,0
296,2012_08_01_training_r1,0,500000,0
297,2012_09_01_training_r1,0,18261,457278
298,2012_10_01_training_r1,0,3630,479021
299,2012_11_01_training_r1,0,46534,441680
300,2012_12_01_training_r1,0,352545,144377
301,2013_01_01_training_r1,0,103286,383956
302,2013_02_01_training_r1,0,498328,1672
303,2013_03_01_training_r1,0,142983,349945
304,2013_04_01_training_r1,0,612,484977
305,2013_05_01_training_r1,0,612,485623
306,2013_06_01_training_r1,0,383382,112992
307,2013_07_01_training_r1,0,499880,120
308,2013_08_01_training_r1,0,67182,410090
309,2013_09_01_training_r1,0,124770,366374
310,2013_10_01_training_r1,0,2690,480026
311,2013_11_01_training_r1,0,2478,481372
312,2013_12_01_training_r1,0,15371,468375
313,2014_01_01_training_r1,0,59188,427967
314,2014_02_01_training_r1,0,7612,477035
315,2014_03_01_training_r1,0,2018,483775
316,2014_04_01_training_r1,0,712,487496
