,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r26,0,338315,144265
1,1988_01_01_training_r26,0,260018,226577
2,1988_02_01_training_r26,0,252893,234899
3,1988_03_01_training_r26,0,338612,150742
4,1988_04_01_training_r26,0,249760,236448
5,1988_05_01_training_r26,0,500000,0
6,1988_06_01_training_r26,0,500000,0
7,1988_07_01_training_r26,0,483865,1451
8,1988_08_01_training_r26,0,366067,115031
9,1988_09_01_training_r26,0,285125,150352
10,1988_10_01_training_r26,0,495548,4053
11,1988_11_01_training_r26,0,500000,0
12,1988_12_01_training_r26,0,500000,0
13,1989_01_01_training_r26,0,452511,47482
14,1989_02_01_training_r26,0,254284,232535
15,1989_03_01_training_r26,0,250699,237124
16,1989_04_01_training_r26,0,249766,237580
17,1989_05_01_training_r26,0,252600,234294
18,1989_06_01_training_r26,0,255025,228321
19,1989_07_01_training_r26,0,500000,0
20,1989_08_01_training_r26,0,500000,0
21,1989_09_01_training_r26,0,500000,0
22,1989_10_01_training_r26,0,500000,0
23,1989_11_01_training_r26,0,263357,214565
24,1989_12_01_training_r26,0,414870,67781
25,1990_01_01_training_r26,0,260799,225193
26,1990_02_01_training_r26,0,345646,144615
27,1990_03_01_training_r26,0,254745,231286
28,1990_04_01_training_r26,0,500000,0
29,1990_05_01_training_r26,0,474140,25860
30,1990_06_01_training_r26,0,500000,0
31,1990_07_01_training_r26,0,500000,0
32,1990_08_01_training_r26,0,286700,112764
33,1990_09_01_training_r26,0,500000,0
34,1990_10_01_training_r26,0,500000,0
35,1990_11_01_training_r26,0,500000,0
36,1990_12_01_training_r26,0,469851,17396
37,1991_01_01_training_r26,0,303894,180309
38,1991_02_01_training_r26,0,499934,66
39,1991_03_01_training_r26,0,250336,238217
40,1991_04_01_training_r26,0,500000,0
41,1991_05_01_training_r26,0,253088,233502
42,1991_06_01_training_r26,0,500000,0
43,1991_07_01_training_r26,0,500000,0
44,1991_08_01_training_r26,0,500000,0
45,1991_09_01_training_r26,0,500000,0
46,1991_10_01_training_r26,0,500000,0
47,1991_11_01_training_r26,0,497729,1
48,1991_12_01_training_r26,0,500000,0
49,1992_01_01_training_r26,0,458540,25875
50,1992_02_01_training_r26,0,394043,95276
51,1992_03_01_training_r26,0,250884,239134
52,1992_04_01_training_r26,0,249869,240500
53,1992_05_01_training_r26,0,500000,0
54,1992_06_01_training_r26,0,250867,239048
55,1992_07_01_training_r26,0,500000,0
56,1992_08_01_training_r26,0,358551,102834
57,1992_09_01_training_r26,0,500000,0
58,1992_10_01_training_r26,0,500000,0
59,1992_11_01_training_r26,0,252966,227132
60,1992_12_01_training_r26,0,337287,145520
61,1993_01_01_training_r26,0,461922,38074
62,1993_02_01_training_r26,0,500000,0
63,1993_03_01_training_r26,0,500000,0
64,1993_04_01_training_r26,0,498723,905
65,1993_05_01_training_r26,0,494659,3304
66,1993_06_01_training_r26,0,251779,233576
67,1993_07_01_training_r26,0,499601,357
68,1993_08_01_training_r26,0,500000,0
69,1993_09_01_training_r26,0,500000,0
70,1993_10_01_training_r26,0,455949,9754
71,1993_11_01_training_r26,0,360927,108988
72,1993_12_01_training_r26,0,406915,82368
73,1994_01_01_training_r26,0,500000,0
74,1994_02_01_training_r26,0,253833,233476
75,1994_03_01_training_r26,0,500000,0
76,1994_04_01_training_r26,0,500000,0
77,1994_05_01_training_r26,0,390599,99161
78,1994_06_01_training_r26,0,500000,0
79,1994_07_01_training_r26,0,492139,7758
80,1994_08_01_training_r26,0,500000,0
81,1994_09_01_training_r26,0,412203,23950
82,1994_10_01_training_r26,0,271140,202604
83,1994_11_01_training_r26,0,263023,217262
84,1994_12_01_training_r26,0,405060,79761
85,1995_01_01_training_r26,0,500000,0
86,1995_02_01_training_r26,0,254995,234072
87,1995_03_01_training_r26,0,254268,236258
88,1995_04_01_training_r26,0,500000,0
89,1995_05_01_training_r26,0,500000,0
90,1995_06_01_training_r26,0,500000,0
91,1995_07_01_training_r26,0,500000,0
92,1995_08_01_training_r26,0,500000,0
93,1995_09_01_training_r26,0,500000,0
94,1995_10_01_training_r26,0,255232,220856
95,1995_11_01_training_r26,0,289254,193419
96,1995_12_01_training_r26,0,500000,0
97,1996_01_01_training_r26,0,494086,4103
98,1996_02_01_training_r26,0,500000,0
99,1996_03_01_training_r26,0,300749,189708
100,1996_04_01_training_r26,0,500000,0
101,1996_05_01_training_r26,0,500000,0
102,1996_06_01_training_r26,0,500000,0
103,1996_07_01_training_r26,0,483428,3866
104,1996_08_01_training_r26,0,500000,0
105,1996_09_01_training_r26,0,491518,1116
106,1996_10_01_training_r26,0,249774,202881
107,1996_11_01_training_r26,0,258171,216006
108,1996_12_01_training_r26,0,379543,101293
109,1997_01_01_training_r26,0,327532,158454
110,1997_02_01_training_r26,0,500000,0
111,1997_03_01_training_r26,0,500000,0
112,1997_04_01_training_r26,0,500000,0
113,1997_05_01_training_r26,0,500000,0
114,1997_06_01_training_r26,0,500000,0
115,1997_07_01_training_r26,0,500000,0
116,1997_08_01_training_r26,0,500000,0
117,1997_09_01_training_r26,0,500000,0
118,1997_10_01_training_r26,0,500000,0
119,1997_11_01_training_r26,0,500000,0
120,1997_12_01_training_r26,0,500000,0
121,1998_01_01_training_r26,0,500000,0
122,1998_02_01_training_r26,0,500000,0
123,1998_03_01_training_r26,0,500000,0
124,1998_04_01_training_r26,0,500000,0
125,1998_05_01_training_r26,0,500000,0
126,1998_06_01_training_r26,0,500000,0
127,1998_07_01_training_r26,0,500000,0
128,1998_08_01_training_r26,0,500000,0
129,1998_09_01_training_r26,0,498120,1513
130,1998_10_01_training_r26,0,500000,0
131,1998_11_01_training_r26,0,500000,0
132,1998_12_01_training_r26,0,500000,0
133,1999_01_01_training_r26,0,500000,0
134,1999_02_01_training_r26,0,500000,0
135,1999_03_01_training_r26,0,500000,0
136,1999_04_01_training_r26,0,500000,0
137,1999_05_01_training_r26,0,500000,0
138,1999_06_01_training_r26,0,500000,0
139,1999_07_01_training_r26,0,500000,0
140,1999_08_01_training_r26,0,500000,0
141,1999_09_01_training_r26,0,457979,9181
142,1999_10_01_training_r26,0,249815,166397
143,1999_11_01_training_r26,0,292978,179481
144,1999_12_01_training_r26,0,500000,0
145,2000_01_01_training_r26,0,500000,0
146,2000_02_01_training_r26,0,316703,172124
147,2000_03_01_training_r26,0,260040,229616
148,2000_04_01_training_r26,0,500000,0
149,2000_05_01_training_r26,0,451602,43646
150,2000_06_01_training_r26,0,451508,30365
151,2000_07_01_training_r26,0,426680,51299
152,2000_08_01_training_r26,0,471429,8577
153,2000_09_01_training_r26,0,250052,126231
154,2000_10_01_training_r26,0,249760,211800
155,2000_11_01_training_r26,0,499387,484
156,2000_12_01_training_r26,0,304809,178835
157,2001_01_01_training_r26,0,500000,0
158,2001_02_01_training_r26,0,254222,234651
159,2001_03_01_training_r26,0,250774,240028
160,2001_04_01_training_r26,0,500000,0
161,2001_05_01_training_r26,0,306499,191557
162,2001_06_01_training_r26,0,299455,188196
163,2001_07_01_training_r26,0,492170,7763
164,2001_08_01_training_r26,0,498544,69
165,2001_09_01_training_r26,0,357754,79384
166,2001_10_01_training_r26,0,358908,110032
167,2001_11_01_training_r26,0,462178,37767
168,2001_12_01_training_r26,0,499815,185
169,2002_01_01_training_r26,0,399138,89572
170,2002_02_01_training_r26,0,251219,237394
171,2002_03_01_training_r26,0,250001,239981
172,2002_04_01_training_r26,0,249760,239796
173,2002_05_01_training_r26,0,249793,237197
174,2002_06_01_training_r26,0,456071,43921
175,2002_07_01_training_r26,0,402105,25321
176,2002_08_01_training_r26,0,496613,856
177,2002_09_01_training_r26,0,315893,114837
178,2002_10_01_training_r26,0,249890,194218
179,2002_11_01_training_r26,0,500000,0
180,2002_12_01_training_r26,0,298628,188510
181,2003_01_01_training_r26,0,499042,958
182,2003_02_01_training_r26,0,260529,229964
183,2003_03_01_training_r26,0,252547,238373
184,2003_04_01_training_r26,0,249760,241166
185,2003_05_01_training_r26,0,249760,239964
186,2003_06_01_training_r26,0,500000,0
187,2003_07_01_training_r26,0,463291,36187
188,2003_08_01_training_r26,0,332719,110393
189,2003_09_01_training_r26,0,420709,28379
190,2003_10_01_training_r26,0,498270,74
191,2003_11_01_training_r26,0,279726,167300
192,2003_12_01_training_r26,0,287322,194901
193,2004_01_01_training_r26,0,469191,21187
194,2004_02_01_training_r26,0,250995,235030
195,2004_03_01_training_r26,0,272049,217509
196,2004_04_01_training_r26,0,268554,220540
197,2004_05_01_training_r26,0,249760,239351
198,2004_06_01_training_r26,0,258911,213441
199,2004_07_01_training_r26,0,499962,0
200,2004_08_01_training_r26,0,432024,51035
201,2004_09_01_training_r26,0,325131,147568
202,2004_10_01_training_r26,0,249765,226194
203,2004_11_01_training_r26,0,251667,227188
204,2004_12_01_training_r26,0,285943,196796
205,2005_01_01_training_r26,0,348466,140017
206,2005_02_01_training_r26,0,306300,185540
207,2005_03_01_training_r26,0,249897,239729
208,2005_04_01_training_r26,0,298821,194197
209,2005_05_01_training_r26,0,249760,240044
210,2005_06_01_training_r26,0,300231,192103
211,2005_07_01_training_r26,0,471883,23605
212,2005_08_01_training_r26,0,402996,68194
213,2005_09_01_training_r26,0,265563,194364
214,2005_10_01_training_r26,0,310704,166909
215,2005_11_01_training_r26,0,250306,227201
216,2005_12_01_training_r26,0,398616,88720
217,2006_01_01_training_r26,0,489641,7815
218,2006_02_01_training_r26,0,249938,240918
219,2006_03_01_training_r26,0,249889,240708
