,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r2,0,500000,0
1,1988_01_01_training_r2,0,499866,130
2,1988_02_01_training_r2,0,499884,116
3,1988_03_01_training_r2,0,500000,0
4,1988_04_01_training_r2,0,500000,0
5,1988_05_01_training_r2,0,500000,0
6,1988_06_01_training_r2,0,500000,0
7,1988_07_01_training_r2,0,500000,0
8,1988_08_01_training_r2,0,500000,0
9,1988_09_01_training_r2,0,500000,0
10,1988_10_01_training_r2,0,500000,0
11,1988_11_01_training_r2,0,500000,0
12,1988_12_01_training_r2,0,500000,0
13,1989_01_01_training_r2,0,500000,0
14,1989_02_01_training_r2,0,9812,475125
15,1989_03_01_training_r2,0,500000,0
16,1989_04_01_training_r2,0,122,488475
17,1989_05_01_training_r2,0,38801,459106
18,1989_06_01_training_r2,0,500000,0
19,1989_07_01_training_r2,0,500000,0
20,1989_08_01_training_r2,0,500000,0
21,1989_09_01_training_r2,0,500000,0
22,1989_10_01_training_r2,0,500000,0
23,1989_11_01_training_r2,0,500000,0
24,1989_12_01_training_r2,0,500000,0
25,1990_01_01_training_r2,0,378944,117054
26,1990_02_01_training_r2,0,90763,399693
27,1990_03_01_training_r2,0,3689,478264
28,1990_04_01_training_r2,0,500000,0
29,1990_05_01_training_r2,0,500000,0
30,1990_06_01_training_r2,0,500000,0
31,1990_07_01_training_r2,0,500000,0
32,1990_08_01_training_r2,0,500000,0
33,1990_09_01_training_r2,0,500000,0
34,1990_10_01_training_r2,0,500000,0
35,1990_11_01_training_r2,0,500000,0
36,1990_12_01_training_r2,0,385920,104312
37,1991_01_01_training_r2,0,236063,250577
38,1991_02_01_training_r2,0,50508,435470
39,1991_03_01_training_r2,0,2069,485062
40,1991_04_01_training_r2,0,500000,0
41,1991_05_01_training_r2,0,500000,0
42,1991_06_01_training_r2,0,500000,0
43,1991_07_01_training_r2,0,500000,0
44,1991_08_01_training_r2,0,500000,0
45,1991_09_01_training_r2,0,500000,0
46,1991_10_01_training_r2,0,500000,0
47,1991_11_01_training_r2,0,500000,0
48,1991_12_01_training_r2,0,304135,185921
49,1992_01_01_training_r2,0,427679,60417
50,1992_02_01_training_r2,0,500000,0
51,1992_03_01_training_r2,0,413342,86393
52,1992_04_01_training_r2,0,500000,0
53,1992_05_01_training_r2,0,389,490339
54,1992_06_01_training_r2,0,500000,0
55,1992_07_01_training_r2,0,500000,0
56,1992_08_01_training_r2,0,500000,0
57,1992_09_01_training_r2,0,500000,0
58,1992_10_01_training_r2,0,9144,476295
59,1992_11_01_training_r2,0,17278,468738
60,1992_12_01_training_r2,0,337273,151108
61,1993_01_01_training_r2,0,290776,197009
62,1993_02_01_training_r2,0,12931,478070
63,1993_03_01_training_r2,0,10873,479441
64,1993_04_01_training_r2,0,500000,0
65,1993_05_01_training_r2,0,500000,0
66,1993_06_01_training_r2,0,500000,0
67,1993_07_01_training_r2,0,227962,258849
68,1993_08_01_training_r2,0,56733,436076
69,1993_09_01_training_r2,0,289261,195537
70,1993_10_01_training_r2,0,7431,474591
71,1993_11_01_training_r2,0,495175,4516
72,1993_12_01_training_r2,0,500000,0
73,1994_01_01_training_r2,0,137819,349351
74,1994_02_01_training_r2,0,173647,315012
75,1994_03_01_training_r2,0,7529,479666
76,1994_04_01_training_r2,0,10,491513
77,1994_05_01_training_r2,0,500000,0
78,1994_06_01_training_r2,0,500000,0
79,1994_07_01_training_r2,0,500000,0
80,1994_08_01_training_r2,0,500000,0
81,1994_09_01_training_r2,0,500000,0
82,1994_10_01_training_r2,0,2278,476566
83,1994_11_01_training_r2,0,9892,472771
84,1994_12_01_training_r2,0,23055,461911
85,1995_01_01_training_r2,0,303545,181293
86,1995_02_01_training_r2,0,183763,309950
