,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r25,0,222160,247034
1,1988_01_01_training_r25,0,10964,459388
2,1988_02_01_training_r25,0,10922,463885
3,1988_03_01_training_r25,0,136154,341107
4,1988_04_01_training_r25,0,1001,471211
5,1988_05_01_training_r25,0,249717,233483
6,1988_06_01_training_r25,0,404926,82708
7,1988_07_01_training_r25,0,409276,56594
8,1988_08_01_training_r25,0,193678,259049
9,1988_09_01_training_r25,0,35452,343130
10,1988_10_01_training_r25,0,207488,242513
11,1988_11_01_training_r25,0,499969,5
12,1988_12_01_training_r25,0,500000,0
13,1989_01_01_training_r25,0,248409,235411
14,1989_02_01_training_r25,0,8713,465328
15,1989_03_01_training_r25,0,40882,438900
16,1989_04_01_training_r25,0,1018,475400
17,1989_05_01_training_r25,0,4515,464280
18,1989_06_01_training_r25,0,10488,457895
19,1989_07_01_training_r25,0,500000,0
20,1989_08_01_training_r25,0,500000,0
21,1989_09_01_training_r25,0,500000,0
22,1989_10_01_training_r25,0,500000,0
23,1989_11_01_training_r25,0,49962,408561
24,1989_12_01_training_r25,0,194177,271784
25,1990_01_01_training_r25,0,25477,448750
26,1990_02_01_training_r25,0,169640,310715
27,1990_03_01_training_r25,0,17899,457254
28,1990_04_01_training_r25,0,232925,255015
29,1990_05_01_training_r25,0,247918,236215
30,1990_06_01_training_r25,0,311406,175225
31,1990_07_01_training_r25,0,500000,0
32,1990_08_01_training_r25,0,112060,231508
33,1990_09_01_training_r25,0,500000,0
34,1990_10_01_training_r25,0,500000,0
35,1990_11_01_training_r25,0,500000,0
36,1990_12_01_training_r25,0,451731,27259
37,1991_01_01_training_r25,0,80800,387769
38,1991_02_01_training_r25,0,227734,258373
39,1991_03_01_training_r25,0,1746,473838
40,1991_04_01_training_r25,0,447493,44903
41,1991_05_01_training_r25,0,7667,463791
42,1991_06_01_training_r25,0,500000,0
43,1991_07_01_training_r25,0,500000,0
44,1991_08_01_training_r25,0,500000,0
45,1991_09_01_training_r25,0,500000,0
46,1991_10_01_training_r25,0,500000,0
47,1991_11_01_training_r25,0,287429,190177
48,1991_12_01_training_r25,0,359481,127663
49,1992_01_01_training_r25,0,354671,114387
50,1992_02_01_training_r25,0,167050,310837
51,1992_03_01_training_r25,0,2787,476852
52,1992_04_01_training_r25,0,1155,478373
53,1992_05_01_training_r25,0,293549,196023
54,1992_06_01_training_r25,0,11040,469491
55,1992_07_01_training_r25,0,334672,151124
56,1992_08_01_training_r25,0,325499,108001
57,1992_09_01_training_r25,0,500000,0
58,1992_10_01_training_r25,0,259613,211643
59,1992_11_01_training_r25,0,5527,455667
60,1992_12_01_training_r25,0,164032,303365
61,1993_01_01_training_r25,0,226672,261764
62,1993_02_01_training_r25,0,500000,0
63,1993_03_01_training_r25,0,241812,248342
64,1993_04_01_training_r25,0,499363,620
65,1993_05_01_training_r25,0,247977,235052
66,1993_06_01_training_r25,0,15148,455029
67,1993_07_01_training_r25,0,286879,187595
68,1993_08_01_training_r25,0,500000,0
69,1993_09_01_training_r25,0,500000,0
70,1993_10_01_training_r25,0,413849,46065
71,1993_11_01_training_r25,0,65059,377596
72,1993_12_01_training_r25,0,321029,157394
73,1994_01_01_training_r25,0,500000,0
74,1994_02_01_training_r25,0,8386,467799
75,1994_03_01_training_r25,0,244347,244036
76,1994_04_01_training_r25,0,500000,0
77,1994_05_01_training_r25,0,292425,188609
78,1994_06_01_training_r25,0,359734,129208
79,1994_07_01_training_r25,0,483696,16134
80,1994_08_01_training_r25,0,500000,0
81,1994_09_01_training_r25,0,150179,190485
82,1994_10_01_training_r25,0,21101,420045
83,1994_11_01_training_r25,0,31204,429460
84,1994_12_01_training_r25,0,242499,227034
85,1995_01_01_training_r25,0,500000,0
86,1995_02_01_training_r25,0,32778,447041
87,1995_03_01_training_r25,0,42392,439498
88,1995_04_01_training_r25,0,239061,248656
89,1995_05_01_training_r25,0,500000,0
90,1995_06_01_training_r25,0,500000,0
91,1995_07_01_training_r25,0,500000,0
92,1995_08_01_training_r25,0,500000,0
93,1995_09_01_training_r25,0,500000,0
94,1995_10_01_training_r25,0,11273,443298
95,1995_11_01_training_r25,0,156317,313859
96,1995_12_01_training_r25,0,500000,0
97,1996_01_01_training_r25,0,416836,62618
98,1996_02_01_training_r25,0,500000,0
99,1996_03_01_training_r25,0,265078,217649
100,1996_04_01_training_r25,0,500000,0
101,1996_05_01_training_r25,0,500000,0
102,1996_06_01_training_r25,0,500000,0
103,1996_07_01_training_r25,0,478056,2858
104,1996_08_01_training_r25,0,500000,0
105,1996_09_01_training_r25,0,498039,1300
106,1996_10_01_training_r25,0,1011,408338
107,1996_11_01_training_r25,0,13730,436627
108,1996_12_01_training_r25,0,112838,350895
109,1997_01_01_training_r25,0,246748,232234
110,1997_02_01_training_r25,0,500000,0
111,1997_03_01_training_r25,0,500000,0
112,1997_04_01_training_r25,0,500000,0
113,1997_05_01_training_r25,0,500000,0
114,1997_06_01_training_r25,0,500000,0
115,1997_07_01_training_r25,0,500000,0
116,1997_08_01_training_r25,0,500000,0
117,1997_09_01_training_r25,0,500000,0
118,1997_10_01_training_r25,0,500000,0
119,1997_11_01_training_r25,0,500000,0
120,1997_12_01_training_r25,0,500000,0
121,1998_01_01_training_r25,0,500000,0
122,1998_02_01_training_r25,0,500000,0
123,1998_03_01_training_r25,0,500000,0
124,1998_04_01_training_r25,0,500000,0
125,1998_05_01_training_r25,0,500000,0
126,1998_06_01_training_r25,0,500000,0
127,1998_07_01_training_r25,0,500000,0
128,1998_08_01_training_r25,0,500000,0
129,1998_09_01_training_r25,0,276575,152676
130,1998_10_01_training_r25,0,500000,0
131,1998_11_01_training_r25,0,500000,0
132,1998_12_01_training_r25,0,500000,0
133,1999_01_01_training_r25,0,500000,0
134,1999_02_01_training_r25,0,500000,0
135,1999_03_01_training_r25,0,500000,0
136,1999_04_01_training_r25,0,500000,0
137,1999_05_01_training_r25,0,500000,0
138,1999_06_01_training_r25,0,500000,0
139,1999_07_01_training_r25,0,499257,728
140,1999_08_01_training_r25,0,500000,0
141,1999_09_01_training_r25,0,440345,16173
142,1999_10_01_training_r25,0,15034,360778
143,1999_11_01_training_r25,0,51546,394324
144,1999_12_01_training_r25,0,500000,0
145,2000_01_01_training_r25,0,500000,0
146,2000_02_01_training_r25,0,246870,238028
147,2000_03_01_training_r25,0,13688,467066
148,2000_04_01_training_r25,0,500000,0
149,2000_05_01_training_r25,0,304400,182125
150,2000_06_01_training_r25,0,289531,179855
151,2000_07_01_training_r25,0,200529,243987
152,2000_08_01_training_r25,0,410045,58217
153,2000_09_01_training_r25,0,9362,278745
154,2000_10_01_training_r25,0,1000,430950
155,2000_11_01_training_r25,0,416527,63512
156,2000_12_01_training_r25,0,129340,341049
157,2001_01_01_training_r25,0,271299,217709
158,2001_02_01_training_r25,0,23525,457433
159,2001_03_01_training_r25,0,6801,476323
160,2001_04_01_training_r25,0,500000,0
161,2001_05_01_training_r25,0,129206,368860
162,2001_06_01_training_r25,0,108457,369688
163,2001_07_01_training_r25,0,288168,175230
164,2001_08_01_training_r25,0,281155,153307
165,2001_09_01_training_r25,0,121298,260015
166,2001_10_01_training_r25,0,90705,353622
167,2001_11_01_training_r25,0,435470,64526
168,2001_12_01_training_r25,0,263162,221912
169,2002_01_01_training_r25,0,329926,150987
170,2002_02_01_training_r25,0,3920,474568
171,2002_03_01_training_r25,0,1309,479180
172,2002_04_01_training_r25,0,1160,479332
173,2002_05_01_training_r25,0,1275,475352
174,2002_06_01_training_r25,0,231055,257749
175,2002_07_01_training_r25,0,335232,75203
176,2002_08_01_training_r25,0,251549,222295
177,2002_09_01_training_r25,0,145716,254779
178,2002_10_01_training_r25,0,1111,414884
179,2002_11_01_training_r25,0,444036,39204
180,2002_12_01_training_r25,0,114345,362901
181,2003_01_01_training_r25,0,258188,232265
182,2003_02_01_training_r25,0,14272,468162
183,2003_03_01_training_r25,0,6018,477278
184,2003_04_01_training_r25,0,1000,478815
185,2003_05_01_training_r25,0,6972,475108
186,2003_06_01_training_r25,0,500000,0
187,2003_07_01_training_r25,0,441470,58261
188,2003_08_01_training_r25,0,198453,218225
189,2003_09_01_training_r25,0,378474,42017
190,2003_10_01_training_r25,0,318063,148854
191,2003_11_01_training_r25,0,65638,351633
192,2003_12_01_training_r25,0,72474,391434
193,2004_01_01_training_r25,0,354881,126395
194,2004_02_01_training_r25,0,6309,467638
195,2004_03_01_training_r25,0,17916,460546
196,2004_04_01_training_r25,0,10084,469408
197,2004_05_01_training_r25,0,1100,477173
198,2004_06_01_training_r25,0,40556,421991
199,2004_07_01_training_r25,0,418546,70806
200,2004_08_01_training_r25,0,375161,91860
201,2004_09_01_training_r25,0,77144,369479
202,2004_10_01_training_r25,0,1104,457342
203,2004_11_01_training_r25,0,2289,459757
204,2004_12_01_training_r25,0,80283,388510
205,2005_01_01_training_r25,0,136368,341461
206,2005_02_01_training_r25,0,45268,435833
207,2005_03_01_training_r25,0,1108,479070
208,2005_04_01_training_r25,0,43422,439951
