,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r4,0,500000,0
1,1988_01_01_training_r4,0,500000,0
2,1988_02_01_training_r4,0,499194,786
3,1988_03_01_training_r4,0,500000,0
4,1988_04_01_training_r4,0,500000,0
5,1988_05_01_training_r4,0,500000,0
6,1988_06_01_training_r4,0,388911,106272
7,1988_07_01_training_r4,0,500000,0
8,1988_08_01_training_r4,0,500000,0
9,1988_09_01_training_r4,0,500000,0
10,1988_10_01_training_r4,0,441499,56332
11,1988_11_01_training_r4,0,500000,0
12,1988_12_01_training_r4,0,500000,0
13,1989_01_01_training_r4,0,382770,113215
14,1989_02_01_training_r4,0,6081,487440
15,1989_03_01_training_r4,0,339914,157520
16,1989_04_01_training_r4,0,72,485960
17,1989_05_01_training_r4,0,10531,476435
18,1989_06_01_training_r4,0,500000,0
19,1989_07_01_training_r4,0,500000,0
20,1989_08_01_training_r4,0,500000,0
21,1989_09_01_training_r4,0,500000,0
22,1989_10_01_training_r4,0,500000,0
23,1989_11_01_training_r4,0,500000,0
24,1989_12_01_training_r4,0,331611,163276
25,1990_01_01_training_r4,0,42674,448215
26,1990_02_01_training_r4,0,268196,228086
27,1990_03_01_training_r4,0,1726,481424
28,1990_04_01_training_r4,0,500000,0
29,1990_05_01_training_r4,0,500000,0
30,1990_06_01_training_r4,0,371627,122030
31,1990_07_01_training_r4,0,500000,0
32,1990_08_01_training_r4,0,500000,0
33,1990_09_01_training_r4,0,500000,0
34,1990_10_01_training_r4,0,500000,0
35,1990_11_01_training_r4,0,500000,0
36,1990_12_01_training_r4,0,296711,194495
37,1991_01_01_training_r4,0,387538,104901
38,1991_02_01_training_r4,0,22819,470655
39,1991_03_01_training_r4,0,477,492516
40,1991_04_01_training_r4,0,433587,64272
41,1991_05_01_training_r4,0,376356,118094
42,1991_06_01_training_r4,0,500000,0
43,1991_07_01_training_r4,0,500000,0
44,1991_08_01_training_r4,0,500000,0
45,1991_09_01_training_r4,0,500000,0
46,1991_10_01_training_r4,0,500000,0
47,1991_11_01_training_r4,0,500000,0
48,1991_12_01_training_r4,0,366832,122096
49,1992_01_01_training_r4,0,439966,52383
50,1992_02_01_training_r4,0,403542,95476
51,1992_03_01_training_r4,0,152143,346562
52,1992_04_01_training_r4,0,500000,0
53,1992_05_01_training_r4,0,155,483419
54,1992_06_01_training_r4,0,314967,177861
55,1992_07_01_training_r4,0,500000,0
56,1992_08_01_training_r4,0,500000,0
57,1992_09_01_training_r4,0,500000,0
58,1992_10_01_training_r4,0,383143,114932
59,1992_11_01_training_r4,0,10604,474543
60,1992_12_01_training_r4,0,407423,85960
61,1993_01_01_training_r4,0,358298,135297
62,1993_02_01_training_r4,0,5459,491232
63,1993_03_01_training_r4,0,4817,490665
64,1993_04_01_training_r4,0,500000,0
65,1993_05_01_training_r4,0,500000,0
66,1993_06_01_training_r4,0,500000,0
67,1993_07_01_training_r4,0,266536,215105
68,1993_08_01_training_r4,0,158927,337227
69,1993_09_01_training_r4,0,465621,30375
70,1993_10_01_training_r4,0,323,477334
71,1993_11_01_training_r4,0,368775,117781
72,1993_12_01_training_r4,0,415166,83075
