,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r40,0,257422,219803
1,1988_01_01_training_r40,0,323123,158775
2,1988_02_01_training_r40,0,253744,229922
3,1988_03_01_training_r40,0,454851,40850
4,1988_04_01_training_r40,0,257677,230662
5,1988_05_01_training_r40,0,500000,0
6,1988_06_01_training_r40,0,290375,195049
7,1988_07_01_training_r40,0,500000,0
8,1988_08_01_training_r40,0,500000,0
9,1988_09_01_training_r40,0,447811,34952
10,1988_10_01_training_r40,0,436166,49778
11,1988_11_01_training_r40,0,249779,224220
12,1988_12_01_training_r40,0,255860,223537
13,1989_01_01_training_r40,0,260147,223100
14,1989_02_01_training_r40,0,250955,235621
15,1989_03_01_training_r40,0,250036,239237
16,1989_04_01_training_r40,0,249964,239490
17,1989_05_01_training_r40,0,249630,239915
18,1989_06_01_training_r40,0,490244,6267
19,1989_07_01_training_r40,0,500000,0
20,1989_08_01_training_r40,0,500000,0
21,1989_09_01_training_r40,0,500000,0
22,1989_10_01_training_r40,0,301726,169398
23,1989_11_01_training_r40,0,251289,223598
24,1989_12_01_training_r40,0,262610,221203
25,1990_01_01_training_r40,0,260297,224367
26,1990_02_01_training_r40,0,496718,2284
27,1990_03_01_training_r40,0,481577,16289
28,1990_04_01_training_r40,0,471157,26467
29,1990_05_01_training_r40,0,249692,235774
30,1990_06_01_training_r40,0,444621,42831
31,1990_07_01_training_r40,0,500000,0
32,1990_08_01_training_r40,0,500000,0
33,1990_09_01_training_r40,0,500000,0
34,1990_10_01_training_r40,0,260212,210176
35,1990_11_01_training_r40,0,250021,224632
36,1990_12_01_training_r40,0,358300,124547
37,1991_01_01_training_r40,0,468621,27700
38,1991_02_01_training_r40,0,258090,226981
39,1991_03_01_training_r40,0,249978,237556
40,1991_04_01_training_r40,0,387815,106834
41,1991_05_01_training_r40,0,294874,196903
42,1991_06_01_training_r40,0,499733,0
43,1991_07_01_training_r40,0,388017,86993
44,1991_08_01_training_r40,0,475445,20824
45,1991_09_01_training_r40,0,500000,0
46,1991_10_01_training_r40,0,484582,9876
47,1991_11_01_training_r40,0,253541,222158
48,1991_12_01_training_r40,0,285476,196672
49,1992_01_01_training_r40,0,492296,5636
50,1992_02_01_training_r40,0,358660,128616
51,1992_03_01_training_r40,0,249871,238887
52,1992_04_01_training_r40,0,249630,238745
53,1992_05_01_training_r40,0,249767,239803
54,1992_06_01_training_r40,0,496923,2068
55,1992_07_01_training_r40,0,498859,0
56,1992_08_01_training_r40,0,494713,1618
57,1992_09_01_training_r40,0,495292,1792
58,1992_10_01_training_r40,0,491251,5376
59,1992_11_01_training_r40,0,500000,0
60,1992_12_01_training_r40,0,487287,10056
61,1993_01_01_training_r40,0,278432,206381
62,1993_02_01_training_r40,0,270473,218829
63,1993_03_01_training_r40,0,464432,32059
