,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r31,0,61897,390589
1,1988_01_01_training_r31,0,159619,319560
2,1988_02_01_training_r31,0,6799,457481
3,1988_03_01_training_r31,0,73411,396591
4,1988_04_01_training_r31,0,77530,394506
5,1988_05_01_training_r31,0,499150,850
6,1988_06_01_training_r31,0,500000,0
7,1988_07_01_training_r31,0,478463,10948
8,1988_08_01_training_r31,0,340003,118437
9,1988_09_01_training_r31,0,37953,308509
10,1988_10_01_training_r31,0,92309,343252
11,1988_11_01_training_r31,0,500000,0
12,1988_12_01_training_r31,0,51072,408114
13,1989_01_01_training_r31,0,463688,36287
14,1989_02_01_training_r31,0,233234,253176
15,1989_03_01_training_r31,0,434,470776
16,1989_04_01_training_r31,0,151,472702
17,1989_05_01_training_r31,0,8374,461756
18,1989_06_01_training_r31,0,74223,395806
19,1989_07_01_training_r31,0,500000,0
20,1989_08_01_training_r31,0,500000,0
21,1989_09_01_training_r31,0,500000,0
22,1989_10_01_training_r31,0,500000,0
23,1989_11_01_training_r31,0,4297,442305
24,1989_12_01_training_r31,0,53181,404626
25,1990_01_01_training_r31,0,22127,439064
26,1990_02_01_training_r31,0,17446,451979
27,1990_03_01_training_r31,0,2193,466231
28,1990_04_01_training_r31,0,57329,416690
29,1990_05_01_training_r31,0,495523,4477
30,1990_06_01_training_r31,0,500000,0
31,1990_07_01_training_r31,0,500000,0
32,1990_08_01_training_r31,0,341997,86324
33,1990_09_01_training_r31,0,484122,10728
34,1990_10_01_training_r31,0,31821,396780
35,1990_11_01_training_r31,0,500000,0
36,1990_12_01_training_r31,0,119636,341746
37,1991_01_01_training_r31,0,35554,426691
38,1991_02_01_training_r31,0,76080,396420
39,1991_03_01_training_r31,0,1606,469540
40,1991_04_01_training_r31,0,52325,420055
41,1991_05_01_training_r31,0,246604,242213
42,1991_06_01_training_r31,0,399958,83040
43,1991_07_01_training_r31,0,500000,0
44,1991_08_01_training_r31,0,284792,177061
45,1991_09_01_training_r31,0,500000,0
46,1991_10_01_training_r31,0,44415,394535
47,1991_11_01_training_r31,0,119209,341635
48,1991_12_01_training_r31,0,500000,0
49,1992_01_01_training_r31,0,301475,165800
50,1992_02_01_training_r31,0,187697,287435
51,1992_03_01_training_r31,0,11776,464779
52,1992_04_01_training_r31,0,6629,466550
53,1992_05_01_training_r31,0,10299,460338
54,1992_06_01_training_r31,0,47,469851
55,1992_07_01_training_r31,0,496393,1598
56,1992_08_01_training_r31,0,243817,177348
57,1992_09_01_training_r31,0,162898,254784
58,1992_10_01_training_r31,0,21651,420366
59,1992_11_01_training_r31,0,162984,301793
60,1992_12_01_training_r31,0,306430,162537
61,1993_01_01_training_r31,0,140958,326642
62,1993_02_01_training_r31,0,500000,0
63,1993_03_01_training_r31,0,62673,410748
64,1993_04_01_training_r31,0,499905,95
65,1993_05_01_training_r31,0,44449,422382
66,1993_06_01_training_r31,0,206022,274580
67,1993_07_01_training_r31,0,498541,1351
68,1993_08_01_training_r31,0,500000,0
69,1993_09_01_training_r31,0,500000,0
70,1993_10_01_training_r31,0,68299,371397
71,1993_11_01_training_r31,0,42151,393313
72,1993_12_01_training_r31,0,106972,346719
73,1994_01_01_training_r31,0,500000,0
74,1994_02_01_training_r31,0,200577,282266
75,1994_03_01_training_r31,0,500000,0
76,1994_04_01_training_r31,0,500000,0
77,1994_05_01_training_r31,0,300937,189283
78,1994_06_01_training_r31,0,500000,0
79,1994_07_01_training_r31,0,496059,3885
80,1994_08_01_training_r31,0,309092,86033
81,1994_09_01_training_r31,0,420236,20392
82,1994_10_01_training_r31,0,121829,328147
83,1994_11_01_training_r31,0,203341,269924
84,1994_12_01_training_r31,0,331310,125504
85,1995_01_01_training_r31,0,61810,404139
86,1995_02_01_training_r31,0,19989,446717
87,1995_03_01_training_r31,0,173828,309952
88,1995_04_01_training_r31,0,500000,0
89,1995_05_01_training_r31,0,500000,0
90,1995_06_01_training_r31,0,500000,0
91,1995_07_01_training_r31,0,500000,0
92,1995_08_01_training_r31,0,500000,0
93,1995_09_01_training_r31,0,500000,0
94,1995_10_01_training_r31,0,262358,209833
95,1995_11_01_training_r31,0,95979,342501
96,1995_12_01_training_r31,0,500000,0
97,1996_01_01_training_r31,0,500000,0
98,1996_02_01_training_r31,0,500000,0
99,1996_03_01_training_r31,0,191738,289806
100,1996_04_01_training_r31,0,500000,0
101,1996_05_01_training_r31,0,500000,0
102,1996_06_01_training_r31,0,500000,0
103,1996_07_01_training_r31,0,396531,52499
104,1996_08_01_training_r31,0,500000,0
105,1996_09_01_training_r31,0,284499,90962
106,1996_10_01_training_r31,0,968,396319
107,1996_11_01_training_r31,0,10082,426171
108,1996_12_01_training_r31,0,328432,134772
109,1997_01_01_training_r31,0,136044,339995
110,1997_02_01_training_r31,0,500000,0
111,1997_03_01_training_r31,0,382039,107721
112,1997_04_01_training_r31,0,500000,0
113,1997_05_01_training_r31,0,500000,0
114,1997_06_01_training_r31,0,500000,0
115,1997_07_01_training_r31,0,500000,0
116,1997_08_01_training_r31,0,500000,0
117,1997_09_01_training_r31,0,500000,0
118,1997_10_01_training_r31,0,500000,0
119,1997_11_01_training_r31,0,500000,0
120,1997_12_01_training_r31,0,500000,0
121,1998_01_01_training_r31,0,500000,0
122,1998_02_01_training_r31,0,500000,0
123,1998_03_01_training_r31,0,500000,0
124,1998_04_01_training_r31,0,500000,0
125,1998_05_01_training_r31,0,500000,0
126,1998_06_01_training_r31,0,500000,0
127,1998_07_01_training_r31,0,500000,0
128,1998_08_01_training_r31,0,500000,0
129,1998_09_01_training_r31,0,500000,0
130,1998_10_01_training_r31,0,500000,0
131,1998_11_01_training_r31,0,500000,0
132,1998_12_01_training_r31,0,500000,0
133,1999_01_01_training_r31,0,500000,0
134,1999_02_01_training_r31,0,500000,0
135,1999_03_01_training_r31,0,500000,0
136,1999_04_01_training_r31,0,500000,0
137,1999_05_01_training_r31,0,500000,0
138,1999_06_01_training_r31,0,500000,0
139,1999_07_01_training_r31,0,500000,0
140,1999_08_01_training_r31,0,494190,1106
141,1999_09_01_training_r31,0,111918,190886
142,1999_10_01_training_r31,0,198883,233063
143,1999_11_01_training_r31,0,11815,408575
144,1999_12_01_training_r31,0,500000,0
145,2000_01_01_training_r31,0,500000,0
146,2000_02_01_training_r31,0,193874,278252
147,2000_03_01_training_r31,0,92525,381165
148,2000_04_01_training_r31,0,84850,386927
149,2000_05_01_training_r31,0,433213,60222
150,2000_06_01_training_r31,0,319594,154783
151,2000_07_01_training_r31,0,417049,48864
152,2000_08_01_training_r31,0,154616,227614
153,2000_09_01_training_r31,0,198928,146289
154,2000_10_01_training_r31,0,10437,379954
155,2000_11_01_training_r31,0,500000,0
156,2000_12_01_training_r31,0,256843,199645
157,2001_01_01_training_r31,0,365631,106057
158,2001_02_01_training_r31,0,205285,277842
159,2001_03_01_training_r31,0,199535,286326
160,2001_04_01_training_r31,0,91374,383594
161,2001_05_01_training_r31,0,59399,412760
162,2001_06_01_training_r31,0,284341,201472
163,2001_07_01_training_r31,0,209434,230410
164,2001_08_01_training_r31,0,317439,84650
165,2001_09_01_training_r31,0,36607,328609
166,2001_10_01_training_r31,0,62658,372810
167,2001_11_01_training_r31,0,478211,21786
168,2001_12_01_training_r31,0,124437,340119
