,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r6,0,482175,16613
1,1988_01_01_training_r6,0,500000,0
2,1988_02_01_training_r6,0,496527,3440
3,1988_03_01_training_r6,0,500000,0
4,1988_04_01_training_r6,0,500000,0
5,1988_05_01_training_r6,0,500000,0
6,1988_06_01_training_r6,0,162711,323203
7,1988_07_01_training_r6,0,500000,0
8,1988_08_01_training_r6,0,500000,0
9,1988_09_01_training_r6,0,500000,0
10,1988_10_01_training_r6,0,226962,262309
11,1988_11_01_training_r6,0,500000,0
12,1988_12_01_training_r6,0,500000,0
13,1989_01_01_training_r6,0,159573,328657
14,1989_02_01_training_r6,0,6973,486074
15,1989_03_01_training_r6,0,116110,378479
16,1989_04_01_training_r6,0,72,484866
17,1989_05_01_training_r6,0,2348,478585
18,1989_06_01_training_r6,0,500000,0
19,1989_07_01_training_r6,0,500000,0
20,1989_08_01_training_r6,0,500000,0
21,1989_09_01_training_r6,0,500000,0
22,1989_10_01_training_r6,0,500000,0
23,1989_11_01_training_r6,0,500000,0
24,1989_12_01_training_r6,0,193291,296724
25,1990_01_01_training_r6,0,16011,472930
26,1990_02_01_training_r6,0,76491,416913
27,1990_03_01_training_r6,0,1870,479777
28,1990_04_01_training_r6,0,500000,0
29,1990_05_01_training_r6,0,500000,0
30,1990_06_01_training_r6,0,145981,337552
31,1990_07_01_training_r6,0,500000,0
32,1990_08_01_training_r6,0,500000,0
33,1990_09_01_training_r6,0,500000,0
34,1990_10_01_training_r6,0,500000,0
35,1990_11_01_training_r6,0,500000,0
36,1990_12_01_training_r6,0,173235,315231
37,1991_01_01_training_r6,0,399310,92175
38,1991_02_01_training_r6,0,22877,470986
39,1991_03_01_training_r6,0,392,491008
40,1991_04_01_training_r6,0,237136,255887
41,1991_05_01_training_r6,0,150318,336923
42,1991_06_01_training_r6,0,500000,0
43,1991_07_01_training_r6,0,500000,0
44,1991_08_01_training_r6,0,500000,0
45,1991_09_01_training_r6,0,500000,0
46,1991_10_01_training_r6,0,500000,0
47,1991_11_01_training_r6,0,500000,0
48,1991_12_01_training_r6,0,336258,149886
49,1992_01_01_training_r6,0,424767,66630
50,1992_02_01_training_r6,0,272078,225091
51,1992_03_01_training_r6,0,137696,360851
52,1992_04_01_training_r6,0,500000,0
53,1992_05_01_training_r6,0,5,483006
54,1992_06_01_training_r6,0,77472,409950
55,1992_07_01_training_r6,0,500000,0
56,1992_08_01_training_r6,0,500000,0
57,1992_09_01_training_r6,0,500000,0
58,1992_10_01_training_r6,0,500000,0
59,1992_11_01_training_r6,0,5762,477345
60,1992_12_01_training_r6,0,404975,87014
61,1993_01_01_training_r6,0,279361,213630
62,1993_02_01_training_r6,0,5037,490968
63,1993_03_01_training_r6,0,2797,492292
64,1993_04_01_training_r6,0,500000,0
65,1993_05_01_training_r6,0,500000,0
66,1993_06_01_training_r6,0,500000,0
