,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r27,0,184048,280656
1,1988_01_01_training_r27,0,38748,433812
2,1988_02_01_training_r27,0,5693,468669
3,1988_03_01_training_r27,0,325986,155204
4,1988_04_01_training_r27,0,0,472905
5,1988_05_01_training_r27,0,499982,18
6,1988_06_01_training_r27,0,500000,0
7,1988_07_01_training_r27,0,484604,1220
8,1988_08_01_training_r27,0,253185,213993
9,1988_09_01_training_r27,0,90808,291548
10,1988_10_01_training_r27,0,486305,7327
11,1988_11_01_training_r27,0,500000,0
12,1988_12_01_training_r27,0,500000,0
13,1989_01_01_training_r27,0,332824,156978
14,1989_02_01_training_r27,0,9577,465086
15,1989_03_01_training_r27,0,1690,474014
16,1989_04_01_training_r27,0,14,476046
17,1989_05_01_training_r27,0,35186,440216
18,1989_06_01_training_r27,0,3993,464414
19,1989_07_01_training_r27,0,500000,0
20,1989_08_01_training_r27,0,500000,0
21,1989_09_01_training_r27,0,500000,0
22,1989_10_01_training_r27,0,500000,0
23,1989_11_01_training_r27,0,17415,441132
24,1989_12_01_training_r27,0,360493,107040
25,1990_01_01_training_r27,0,20578,454303
26,1990_02_01_training_r27,0,168947,313061
27,1990_03_01_training_r27,0,10543,464089
28,1990_04_01_training_r27,0,500000,0
29,1990_05_01_training_r27,0,389559,107157
30,1990_06_01_training_r27,0,500000,0
31,1990_07_01_training_r27,0,500000,0
32,1990_08_01_training_r27,0,75236,245967
33,1990_09_01_training_r27,0,500000,0
34,1990_10_01_training_r27,0,500000,0
35,1990_11_01_training_r27,0,500000,0
36,1990_12_01_training_r27,0,420258,55050
37,1991_01_01_training_r27,0,106057,364830
38,1991_02_01_training_r27,0,500000,0
39,1991_03_01_training_r27,0,3805,474604
40,1991_04_01_training_r27,0,500000,0
41,1991_05_01_training_r27,0,34,475348
42,1991_06_01_training_r27,0,500000,0
43,1991_07_01_training_r27,0,500000,0
44,1991_08_01_training_r27,0,500000,0
45,1991_09_01_training_r27,0,500000,0
46,1991_10_01_training_r27,0,500000,0
47,1991_11_01_training_r27,0,483513,10084
48,1991_12_01_training_r27,0,500000,0
49,1992_01_01_training_r27,0,424394,48184
50,1992_02_01_training_r27,0,284027,195404
51,1992_03_01_training_r27,0,2284,477946
52,1992_04_01_training_r27,0,160,480008
53,1992_05_01_training_r27,0,500000,0
54,1992_06_01_training_r27,0,21501,462356
55,1992_07_01_training_r27,0,500000,0
56,1992_08_01_training_r27,0,156271,266426
57,1992_09_01_training_r27,0,500000,0
58,1992_10_01_training_r27,0,500000,0
59,1992_11_01_training_r27,0,5403,458759
60,1992_12_01_training_r27,0,212769,255454
61,1993_01_01_training_r27,0,358546,134909
62,1993_02_01_training_r27,0,500000,0
63,1993_03_01_training_r27,0,500000,0
64,1993_04_01_training_r27,0,474884,22533
65,1993_05_01_training_r27,0,474665,15625
66,1993_06_01_training_r27,0,1791,467650
67,1993_07_01_training_r27,0,500000,0
68,1993_08_01_training_r27,0,500000,0
69,1993_09_01_training_r27,0,500000,0
70,1993_10_01_training_r27,0,338387,47001
71,1993_11_01_training_r27,0,256297,188419
72,1993_12_01_training_r27,0,274523,192483
73,1994_01_01_training_r27,0,500000,0
74,1994_02_01_training_r27,0,7539,468318
75,1994_03_01_training_r27,0,500000,0
76,1994_04_01_training_r27,0,500000,0
77,1994_05_01_training_r27,0,224051,256994
78,1994_06_01_training_r27,0,500000,0
79,1994_07_01_training_r27,0,436191,51759
80,1994_08_01_training_r27,0,500000,0
81,1994_09_01_training_r27,0,341868,45231
82,1994_10_01_training_r27,0,57723,393239
83,1994_11_01_training_r27,0,18279,442168
84,1994_12_01_training_r27,0,344312,123437
85,1995_01_01_training_r27,0,500000,0
86,1995_02_01_training_r27,0,9014,465424
87,1995_03_01_training_r27,0,6578,469774
88,1995_04_01_training_r27,0,500000,0
89,1995_05_01_training_r27,0,500000,0
90,1995_06_01_training_r27,0,500000,0
91,1995_07_01_training_r27,0,500000,0
92,1995_08_01_training_r27,0,500000,0
93,1995_09_01_training_r27,0,500000,0
94,1995_10_01_training_r27,0,16710,439205
95,1995_11_01_training_r27,0,81835,383564
96,1995_12_01_training_r27,0,500000,0
97,1996_01_01_training_r27,0,500000,0
98,1996_02_01_training_r27,0,500000,0
99,1996_03_01_training_r27,0,28651,451095
100,1996_04_01_training_r27,0,500000,0
101,1996_05_01_training_r27,0,500000,0
102,1996_06_01_training_r27,0,500000,0
103,1996_07_01_training_r27,0,473557,6259
104,1996_08_01_training_r27,0,500000,0
105,1996_09_01_training_r27,0,446101,1900
106,1996_10_01_training_r27,0,32,413571
107,1996_11_01_training_r27,0,18805,437113
108,1996_12_01_training_r27,0,320253,146588
109,1997_01_01_training_r27,0,98318,376366
110,1997_02_01_training_r27,0,500000,0
111,1997_03_01_training_r27,0,500000,0
112,1997_04_01_training_r27,0,500000,0
113,1997_05_01_training_r27,0,500000,0
114,1997_06_01_training_r27,0,500000,0
115,1997_07_01_training_r27,0,500000,0
116,1997_08_01_training_r27,0,500000,0
117,1997_09_01_training_r27,0,500000,0
118,1997_10_01_training_r27,0,500000,0
119,1997_11_01_training_r27,0,500000,0
120,1997_12_01_training_r27,0,500000,0
121,1998_01_01_training_r27,0,500000,0
122,1998_02_01_training_r27,0,500000,0
123,1998_03_01_training_r27,0,500000,0
124,1998_04_01_training_r27,0,500000,0
125,1998_05_01_training_r27,0,500000,0
126,1998_06_01_training_r27,0,500000,0
127,1998_07_01_training_r27,0,500000,0
128,1998_08_01_training_r27,0,500000,0
129,1998_09_01_training_r27,0,500000,0
130,1998_10_01_training_r27,0,500000,0
131,1998_11_01_training_r27,0,500000,0
132,1998_12_01_training_r27,0,500000,0
133,1999_01_01_training_r27,0,500000,0
134,1999_02_01_training_r27,0,500000,0
135,1999_03_01_training_r27,0,500000,0
136,1999_04_01_training_r27,0,500000,0
137,1999_05_01_training_r27,0,500000,0
138,1999_06_01_training_r27,0,500000,0
139,1999_07_01_training_r27,0,500000,0
140,1999_08_01_training_r27,0,500000,0
141,1999_09_01_training_r27,0,451045,13693
142,1999_10_01_training_r27,0,1195,343294
143,1999_11_01_training_r27,0,106357,345479
144,1999_12_01_training_r27,0,500000,0
145,2000_01_01_training_r27,0,500000,0
146,2000_02_01_training_r27,0,86579,392292
147,2000_03_01_training_r27,0,14469,465560
148,2000_04_01_training_r27,0,500000,0
149,2000_05_01_training_r27,0,297553,188438
150,2000_06_01_training_r27,0,394682,76398
151,2000_07_01_training_r27,0,353971,113646
152,2000_08_01_training_r27,0,481888,4955
153,2000_09_01_training_r27,0,575,292453
154,2000_10_01_training_r27,0,0,401433
155,2000_11_01_training_r27,0,500000,0
156,2000_12_01_training_r27,0,185344,283647
157,2001_01_01_training_r27,0,500000,0
158,2001_02_01_training_r27,0,7586,470551
159,2001_03_01_training_r27,0,1428,480596
160,2001_04_01_training_r27,0,500000,0
161,2001_05_01_training_r27,0,196785,299584
162,2001_06_01_training_r27,0,105477,370051
163,2001_07_01_training_r27,0,488230,11346
164,2001_08_01_training_r27,0,398235,78293
165,2001_09_01_training_r27,0,186248,177620
166,2001_10_01_training_r27,0,337642,106559
167,2001_11_01_training_r27,0,354901,138841
168,2001_12_01_training_r27,0,500000,0
169,2002_01_01_training_r27,0,295787,182651
170,2002_02_01_training_r27,0,2601,476133
171,2002_03_01_training_r27,0,3061,477466
172,2002_04_01_training_r27,0,0,480245
173,2002_05_01_training_r27,0,3988,471211
174,2002_06_01_training_r27,0,342626,151076
175,2002_07_01_training_r27,0,270808,114053
176,2002_08_01_training_r27,0,483319,325
177,2002_09_01_training_r27,0,89234,281962
178,2002_10_01_training_r27,0,1848,383659
179,2002_11_01_training_r27,0,500000,0
180,2002_12_01_training_r27,0,106561,367730
181,2003_01_01_training_r27,0,498296,1703
182,2003_02_01_training_r27,0,21909,460444
183,2003_03_01_training_r27,0,5445,477581
184,2003_04_01_training_r27,0,0,483470
185,2003_05_01_training_r27,0,40,480469
186,2003_06_01_training_r27,0,500000,0
187,2003_07_01_training_r27,0,357975,123259
188,2003_08_01_training_r27,0,104634,285056
189,2003_09_01_training_r27,0,323271,38330
190,2003_10_01_training_r27,0,496907,25
191,2003_11_01_training_r27,0,26944,367560
192,2003_12_01_training_r27,0,94865,366305
193,2004_01_01_training_r27,0,387219,91937
194,2004_02_01_training_r27,0,1283,471547
195,2004_03_01_training_r27,0,14227,466078
196,2004_04_01_training_r27,0,41117,440554
197,2004_05_01_training_r27,0,0,480491
198,2004_06_01_training_r27,0,13873,439480
199,2004_07_01_training_r27,0,481636,15049
200,2004_08_01_training_r27,0,409826,72472
201,2004_09_01_training_r27,0,131422,318409
202,2004_10_01_training_r27,0,59,453245
203,2004_11_01_training_r27,0,5051,455578
204,2004_12_01_training_r27,0,98004,370458
205,2005_01_01_training_r27,0,204758,272685
206,2005_02_01_training_r27,0,64318,418292
207,2005_03_01_training_r27,0,213,478846
208,2005_04_01_training_r27,0,43442,439813
209,2005_05_01_training_r27,0,0,479894
210,2005_06_01_training_r27,0,45240,438017
211,2005_07_01_training_r27,0,383127,94345
212,2005_08_01_training_r27,0,261124,187161
213,2005_09_01_training_r27,0,17025,398972
214,2005_10_01_training_r27,0,74907,379065
215,2005_11_01_training_r27,0,841,457975
216,2005_12_01_training_r27,0,271441,202823
217,2006_01_01_training_r27,0,498495,1042
218,2006_02_01_training_r27,0,352,481509
219,2006_03_01_training_r27,0,246,481881
220,2006_04_01_training_r27,0,0,482802
221,2006_05_01_training_r27,0,78860,402431
222,2006_06_01_training_r27,0,168031,232250
223,2006_07_01_training_r27,0,424877,20671
224,2006_08_01_training_r27,0,128231,292247
225,2006_09_01_training_r27,0,55723,321098
226,2006_10_01_training_r27,0,1,364283
227,2006_11_01_training_r27,0,26249,440042
228,2006_12_01_training_r27,0,93130,380277
229,2007_01_01_training_r27,0,361093,121404
230,2007_02_01_training_r27,0,1422,477553
231,2007_03_01_training_r27,0,496,479197
232,2007_04_01_training_r27,0,0,480209
233,2007_05_01_training_r27,0,0,478694
234,2007_06_01_training_r27,0,129334,342157
235,2007_07_01_training_r27,0,500000,0
236,2007_08_01_training_r27,0,169886,162048
237,2007_09_01_training_r27,0,492083,229
238,2007_10_01_training_r27,0,88688,236368
239,2007_11_01_training_r27,0,23204,426691
240,2007_12_01_training_r27,0,331678,139112
241,2008_01_01_training_r27,0,345640,133312
242,2008_02_01_training_r27,0,8895,473450
243,2008_03_01_training_r27,0,33,484062
244,2008_04_01_training_r27,0,147,482107
245,2008_05_01_training_r27,0,42,482605
246,2008_06_01_training_r27,0,497761,904
247,2008_07_01_training_r27,0,212007,176294
248,2008_08_01_training_r27,0,226845,132412
249,2008_09_01_training_r27,0,12924,271565
250,2008_10_01_training_r27,0,40,412679
251,2008_11_01_training_r27,0,3604,450330
252,2008_12_01_training_r27,0,422841,49103
253,2009_01_01_training_r27,0,422252,57034
