,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r23,0,500000,0
1,1988_01_01_training_r23,0,253311,228640
2,1988_02_01_training_r23,0,279482,207219
3,1988_03_01_training_r23,0,255273,228923
4,1988_04_01_training_r23,0,249783,235285
5,1988_05_01_training_r23,0,255520,227673
6,1988_06_01_training_r23,0,306004,179284
7,1988_07_01_training_r23,0,500000,0
8,1988_08_01_training_r23,0,500000,0
9,1988_09_01_training_r23,0,273991,171987
10,1988_10_01_training_r23,0,254274,204496
11,1988_11_01_training_r23,0,490902,6846
12,1988_12_01_training_r23,0,500000,0
13,1989_01_01_training_r23,0,392227,89804
14,1989_02_01_training_r23,0,256634,227619
15,1989_03_01_training_r23,0,500000,0
16,1989_04_01_training_r23,0,250616,234988
17,1989_05_01_training_r23,0,249761,232217
18,1989_06_01_training_r23,0,249760,240048
19,1989_07_01_training_r23,0,500000,0
20,1989_08_01_training_r23,0,500000,0
21,1989_09_01_training_r23,0,500000,0
22,1989_10_01_training_r23,0,500000,0
23,1989_11_01_training_r23,0,500000,0
24,1989_12_01_training_r23,0,264422,215976
25,1990_01_01_training_r23,0,270130,215594
26,1990_02_01_training_r23,0,253767,232284
27,1990_03_01_training_r23,0,253004,232880
28,1990_04_01_training_r23,0,249905,236723
29,1990_05_01_training_r23,0,249785,232643
30,1990_06_01_training_r23,0,331441,154582
31,1990_07_01_training_r23,0,500000,0
32,1990_08_01_training_r23,0,500000,0
33,1990_09_01_training_r23,0,500000,0
34,1990_10_01_training_r23,0,500000,0
35,1990_11_01_training_r23,0,500000,0
36,1990_12_01_training_r23,0,500000,0
37,1991_01_01_training_r23,0,312942,171106
38,1991_02_01_training_r23,0,256557,230685
39,1991_03_01_training_r23,0,249918,236097
40,1991_04_01_training_r23,0,356563,133865
41,1991_05_01_training_r23,0,249760,233499
42,1991_06_01_training_r23,0,500000,0
43,1991_07_01_training_r23,0,500000,0
44,1991_08_01_training_r23,0,500000,0
45,1991_09_01_training_r23,0,500000,0
46,1991_10_01_training_r23,0,500000,0
47,1991_11_01_training_r23,0,323281,157766
48,1991_12_01_training_r23,0,345938,135741
49,1992_01_01_training_r23,0,422377,61410
50,1992_02_01_training_r23,0,264598,224942
51,1992_03_01_training_r23,0,251068,236411
52,1992_04_01_training_r23,0,249948,236919
53,1992_05_01_training_r23,0,249802,237369
54,1992_06_01_training_r23,0,500000,0
55,1992_07_01_training_r23,0,311096,173362
56,1992_08_01_training_r23,0,500000,0
57,1992_09_01_training_r23,0,500000,0
58,1992_10_01_training_r23,0,263328,210351
59,1992_11_01_training_r23,0,277036,201231
60,1992_12_01_training_r23,0,451714,30750
61,1993_01_01_training_r23,0,267886,219765
62,1993_02_01_training_r23,0,500000,0
63,1993_03_01_training_r23,0,253428,235776
64,1993_04_01_training_r23,0,500000,0
65,1993_05_01_training_r23,0,250158,235131
66,1993_06_01_training_r23,0,422255,66097
67,1993_07_01_training_r23,0,282515,194254
68,1993_08_01_training_r23,0,500000,0
69,1993_09_01_training_r23,0,500000,0
70,1993_10_01_training_r23,0,500000,0
71,1993_11_01_training_r23,0,252227,223914
72,1993_12_01_training_r23,0,465457,21142
73,1994_01_01_training_r23,0,500000,0
74,1994_02_01_training_r23,0,260839,225141
75,1994_03_01_training_r23,0,249815,237027
76,1994_04_01_training_r23,0,500000,0
77,1994_05_01_training_r23,0,500000,0
78,1994_06_01_training_r23,0,249911,234532
79,1994_07_01_training_r23,0,500000,0
80,1994_08_01_training_r23,0,500000,0
81,1994_09_01_training_r23,0,250668,185993
82,1994_10_01_training_r23,0,254078,203683
83,1994_11_01_training_r23,0,356180,121007
84,1994_12_01_training_r23,0,420912,61093
85,1995_01_01_training_r23,0,500000,0
86,1995_02_01_training_r23,0,415465,75793
87,1995_03_01_training_r23,0,500000,0
88,1995_04_01_training_r23,0,250044,236523
89,1995_05_01_training_r23,0,500000,0
90,1995_06_01_training_r23,0,500000,0
91,1995_07_01_training_r23,0,500000,0
92,1995_08_01_training_r23,0,500000,0
93,1995_09_01_training_r23,0,500000,0
94,1995_10_01_training_r23,0,500000,0
95,1995_11_01_training_r23,0,500000,0
96,1995_12_01_training_r23,0,500000,0
97,1996_01_01_training_r23,0,463586,20087
98,1996_02_01_training_r23,0,500000,0
99,1996_03_01_training_r23,0,500000,0
100,1996_04_01_training_r23,0,500000,0
101,1996_05_01_training_r23,0,500000,0
102,1996_06_01_training_r23,0,500000,0
103,1996_07_01_training_r23,0,500000,0
104,1996_08_01_training_r23,0,500000,0
105,1996_09_01_training_r23,0,500000,0
106,1996_10_01_training_r23,0,249760,202594
107,1996_11_01_training_r23,0,255260,215671
108,1996_12_01_training_r23,0,283792,195829
109,1997_01_01_training_r23,0,500000,0
110,1997_02_01_training_r23,0,500000,0
111,1997_03_01_training_r23,0,500000,0
112,1997_04_01_training_r23,0,500000,0
113,1997_05_01_training_r23,0,500000,0
114,1997_06_01_training_r23,0,500000,0
115,1997_07_01_training_r23,0,500000,0
116,1997_08_01_training_r23,0,500000,0
117,1997_09_01_training_r23,0,500000,0
118,1997_10_01_training_r23,0,500000,0
119,1997_11_01_training_r23,0,500000,0
120,1997_12_01_training_r23,0,500000,0
121,1998_01_01_training_r23,0,500000,0
122,1998_02_01_training_r23,0,500000,0
123,1998_03_01_training_r23,0,500000,0
124,1998_04_01_training_r23,0,500000,0
125,1998_05_01_training_r23,0,500000,0
126,1998_06_01_training_r23,0,500000,0
127,1998_07_01_training_r23,0,500000,0
128,1998_08_01_training_r23,0,500000,0
129,1998_09_01_training_r23,0,312470,134529
130,1998_10_01_training_r23,0,500000,0
131,1998_11_01_training_r23,0,500000,0
132,1998_12_01_training_r23,0,500000,0
133,1999_01_01_training_r23,0,500000,0
134,1999_02_01_training_r23,0,500000,0
135,1999_03_01_training_r23,0,500000,0
136,1999_04_01_training_r23,0,500000,0
137,1999_05_01_training_r23,0,500000,0
138,1999_06_01_training_r23,0,500000,0
139,1999_07_01_training_r23,0,500000,0
140,1999_08_01_training_r23,0,500000,0
141,1999_09_01_training_r23,0,500000,0
142,1999_10_01_training_r23,0,500000,0
143,1999_11_01_training_r23,0,249863,215302
144,1999_12_01_training_r23,0,500000,0
145,2000_01_01_training_r23,0,500000,0
