,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r20,0,500000,0
1,1988_01_01_training_r20,0,254506,239448
2,1988_02_01_training_r20,0,258334,237083
3,1988_03_01_training_r20,0,253860,241556
4,1988_04_01_training_r20,0,250000,245615
5,1988_05_01_training_r20,0,276804,216599
6,1988_06_01_training_r20,0,250140,242644
7,1988_07_01_training_r20,0,500000,0
8,1988_08_01_training_r20,0,500000,0
9,1988_09_01_training_r20,0,256258,226455
10,1988_10_01_training_r20,0,251682,234057
11,1988_11_01_training_r20,0,258996,233193
12,1988_12_01_training_r20,0,498481,1067
13,1989_01_01_training_r20,0,407542,84206
14,1989_02_01_training_r20,0,259129,234484
15,1989_03_01_training_r20,0,498815,903
16,1989_04_01_training_r20,0,250228,243681
17,1989_05_01_training_r20,0,250000,243294
18,1989_06_01_training_r20,0,250000,242762
19,1989_07_01_training_r20,0,500000,0
20,1989_08_01_training_r20,0,500000,0
21,1989_09_01_training_r20,0,500000,0
22,1989_10_01_training_r20,0,500000,0
23,1989_11_01_training_r20,0,498982,686
24,1989_12_01_training_r20,0,266644,225410
25,1990_01_01_training_r20,0,269732,224323
26,1990_02_01_training_r20,0,256052,238155
27,1990_03_01_training_r20,0,251639,242829
28,1990_04_01_training_r20,0,250137,243440
29,1990_05_01_training_r20,0,250011,241225
30,1990_06_01_training_r20,0,254666,236628
31,1990_07_01_training_r20,0,500000,0
32,1990_08_01_training_r20,0,500000,0
33,1990_09_01_training_r20,0,500000,0
34,1990_10_01_training_r20,0,500000,0
35,1990_11_01_training_r20,0,500000,0
36,1990_12_01_training_r20,0,500000,0
37,1991_01_01_training_r20,0,398678,95931
38,1991_02_01_training_r20,0,354374,143451
39,1991_03_01_training_r20,0,250017,244822
40,1991_04_01_training_r20,0,313534,180901
41,1991_05_01_training_r20,0,250000,242760
42,1991_06_01_training_r20,0,500000,0
43,1991_07_01_training_r20,0,500000,0
44,1991_08_01_training_r20,0,500000,0
45,1991_09_01_training_r20,0,499999,1
46,1991_10_01_training_r20,0,500000,0
47,1991_11_01_training_r20,0,327724,166048
48,1991_12_01_training_r20,0,319070,175074
49,1992_01_01_training_r20,0,439694,54077
50,1992_02_01_training_r20,0,265452,230821
51,1992_03_01_training_r20,0,250596,245690
52,1992_04_01_training_r20,0,250073,245477
53,1992_05_01_training_r20,0,250000,244194
54,1992_06_01_training_r20,0,500000,0
55,1992_07_01_training_r20,0,270186,222344
56,1992_08_01_training_r20,0,500000,0
57,1992_09_01_training_r20,0,500000,0
58,1992_10_01_training_r20,0,264292,227050
59,1992_11_01_training_r20,0,255570,236922
60,1992_12_01_training_r20,0,394203,99950
61,1993_01_01_training_r20,0,265286,230677
62,1993_02_01_training_r20,0,498942,870
63,1993_03_01_training_r20,0,251647,244844
64,1993_04_01_training_r20,0,500000,0
65,1993_05_01_training_r20,0,250000,243442
66,1993_06_01_training_r20,0,358139,135073
67,1993_07_01_training_r20,0,295403,194394
68,1993_08_01_training_r20,0,500000,0
69,1993_09_01_training_r20,0,500000,0
70,1993_10_01_training_r20,0,498050,1670
71,1993_11_01_training_r20,0,254364,237064
72,1993_12_01_training_r20,0,415359,78538
