,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r5,0,325421,170239
1,1988_01_01_training_r5,0,500000,0
2,1988_02_01_training_r5,0,499600,395
3,1988_03_01_training_r5,0,500000,0
4,1988_04_01_training_r5,0,500000,0
5,1988_05_01_training_r5,0,500000,0
6,1988_06_01_training_r5,0,249764,240634
7,1988_07_01_training_r5,0,500000,0
8,1988_08_01_training_r5,0,500000,0
9,1988_09_01_training_r5,0,500000,0
10,1988_10_01_training_r5,0,249789,240308
11,1988_11_01_training_r5,0,500000,0
12,1988_12_01_training_r5,0,500000,0
13,1989_01_01_training_r5,0,253814,237304
14,1989_02_01_training_r5,0,456915,42749
15,1989_03_01_training_r5,0,251377,244679
16,1989_04_01_training_r5,0,249955,243266
17,1989_05_01_training_r5,0,249761,240435
18,1989_06_01_training_r5,0,500000,0
19,1989_07_01_training_r5,0,500000,0
20,1989_08_01_training_r5,0,500000,0
21,1989_09_01_training_r5,0,500000,0
22,1989_10_01_training_r5,0,500000,0
23,1989_11_01_training_r5,0,500000,0
24,1989_12_01_training_r5,0,331310,162965
25,1990_01_01_training_r5,0,267486,227344
26,1990_02_01_training_r5,0,252296,243620
27,1990_03_01_training_r5,0,398393,97427
28,1990_04_01_training_r5,0,500000,0
29,1990_05_01_training_r5,0,500000,0
30,1990_06_01_training_r5,0,249950,239828
31,1990_07_01_training_r5,0,500000,0
32,1990_08_01_training_r5,0,500000,0
33,1990_09_01_training_r5,0,500000,0
34,1990_10_01_training_r5,0,500000,0
35,1990_11_01_training_r5,0,500000,0
36,1990_12_01_training_r5,0,315559,178345
37,1991_01_01_training_r5,0,480339,18574
38,1991_02_01_training_r5,0,265191,231953
39,1991_03_01_training_r5,0,250731,245205
40,1991_04_01_training_r5,0,258733,234806
41,1991_05_01_training_r5,0,249761,241754
42,1991_06_01_training_r5,0,500000,0
43,1991_07_01_training_r5,0,500000,0
44,1991_08_01_training_r5,0,500000,0
45,1991_09_01_training_r5,0,500000,0
46,1991_10_01_training_r5,0,500000,0
47,1991_11_01_training_r5,0,500000,0
48,1991_12_01_training_r5,0,409013,86004
49,1992_01_01_training_r5,0,477774,20173
50,1992_02_01_training_r5,0,287635,209734
51,1992_03_01_training_r5,0,487830,12170
52,1992_04_01_training_r5,0,500000,0
53,1992_05_01_training_r5,0,249761,246470
54,1992_06_01_training_r5,0,249761,244534
55,1992_07_01_training_r5,0,500000,0
56,1992_08_01_training_r5,0,500000,0
57,1992_09_01_training_r5,0,500000,0
58,1992_10_01_training_r5,0,500000,0
59,1992_11_01_training_r5,0,254889,236648
60,1992_12_01_training_r5,0,412706,84131
61,1993_01_01_training_r5,0,426994,71484
62,1993_02_01_training_r5,0,381141,117629
63,1993_03_01_training_r5,0,251420,246333
64,1993_04_01_training_r5,0,500000,0
65,1993_05_01_training_r5,0,500000,0
66,1993_06_01_training_r5,0,500000,0
67,1993_07_01_training_r5,0,455373,40053
68,1993_08_01_training_r5,0,378609,119831
69,1993_09_01_training_r5,0,351193,133476
70,1993_10_01_training_r5,0,249761,237474
71,1993_11_01_training_r5,0,499902,80
72,1993_12_01_training_r5,0,259290,234813
73,1994_01_01_training_r5,0,435504,62789
74,1994_02_01_training_r5,0,252416,241839
75,1994_03_01_training_r5,0,250000,245853
76,1994_04_01_training_r5,0,430872,68275
77,1994_05_01_training_r5,0,500000,0
78,1994_06_01_training_r5,0,500000,0
79,1994_07_01_training_r5,0,500000,0
80,1994_08_01_training_r5,0,500000,0
81,1994_09_01_training_r5,0,251627,235616
82,1994_10_01_training_r5,0,252123,240059
83,1994_11_01_training_r5,0,265998,227745
84,1994_12_01_training_r5,0,370917,125018
85,1995_01_01_training_r5,0,409889,88511
86,1995_02_01_training_r5,0,253228,242967
87,1995_03_01_training_r5,0,250084,246756
88,1995_04_01_training_r5,0,409765,89115
89,1995_05_01_training_r5,0,500000,0
90,1995_06_01_training_r5,0,500000,0
91,1995_07_01_training_r5,0,500000,0
92,1995_08_01_training_r5,0,500000,0
93,1995_09_01_training_r5,0,500000,0
94,1995_10_01_training_r5,0,500000,0
95,1995_11_01_training_r5,0,396491,100309
96,1995_12_01_training_r5,0,257723,235031
97,1996_01_01_training_r5,0,463010,31796
98,1996_02_01_training_r5,0,423656,70082
99,1996_03_01_training_r5,0,500000,0
100,1996_04_01_training_r5,0,500000,0
101,1996_05_01_training_r5,0,500000,0
102,1996_06_01_training_r5,0,343733,148620
103,1996_07_01_training_r5,0,277287,201267
104,1996_08_01_training_r5,0,500000,0
105,1996_09_01_training_r5,0,261631,219519
106,1996_10_01_training_r5,0,249796,236685
107,1996_11_01_training_r5,0,257248,230796
