,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r30,0,60862,408564
1,1988_01_01_training_r30,0,68398,408410
2,1988_02_01_training_r30,0,4004,473165
3,1988_03_01_training_r30,0,245909,242049
4,1988_04_01_training_r30,0,133884,348160
5,1988_05_01_training_r30,0,490970,9030
6,1988_06_01_training_r30,0,500000,0
7,1988_07_01_training_r30,0,456023,22345
8,1988_08_01_training_r30,0,330995,120380
9,1988_09_01_training_r30,0,31009,383898
10,1988_10_01_training_r30,0,210573,267438
11,1988_11_01_training_r30,0,500000,0
12,1988_12_01_training_r30,0,218762,266582
13,1989_01_01_training_r30,0,292805,205507
14,1989_02_01_training_r30,0,71701,410153
15,1989_03_01_training_r30,0,884,480100
16,1989_04_01_training_r30,0,12,482083
17,1989_05_01_training_r30,0,66144,416278
18,1989_06_01_training_r30,0,28943,448347
19,1989_07_01_training_r30,0,500000,0
20,1989_08_01_training_r30,0,500000,0
21,1989_09_01_training_r30,0,500000,0
22,1989_10_01_training_r30,0,500000,0
23,1989_11_01_training_r30,0,5178,462095
24,1989_12_01_training_r30,0,164941,308733
25,1990_01_01_training_r30,0,16083,460352
26,1990_02_01_training_r30,0,128140,357888
27,1990_03_01_training_r30,0,1222,479306
28,1990_04_01_training_r30,0,229810,261355
29,1990_05_01_training_r30,0,377487,122479
30,1990_06_01_training_r30,0,500000,0
31,1990_07_01_training_r30,0,500000,0
32,1990_08_01_training_r30,0,331705,93778
33,1990_09_01_training_r30,0,474623,19889
34,1990_10_01_training_r30,0,204510,263625
35,1990_11_01_training_r30,0,500000,0
36,1990_12_01_training_r30,0,220335,254162
37,1991_01_01_training_r30,0,17283,456681
38,1991_02_01_training_r30,0,246126,244199
39,1991_03_01_training_r30,0,671,478529
40,1991_04_01_training_r30,0,223463,266067
41,1991_05_01_training_r30,0,43652,437583
42,1991_06_01_training_r30,0,380261,104660
43,1991_07_01_training_r30,0,500000,0
44,1991_08_01_training_r30,0,393488,91223
45,1991_09_01_training_r30,0,500000,0
46,1991_10_01_training_r30,0,208381,266209
