,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r3,0,500000,0
1,1988_01_01_training_r3,0,499996,0
2,1988_02_01_training_r3,0,499646,354
3,1988_03_01_training_r3,0,500000,0
4,1988_04_01_training_r3,0,500000,0
5,1988_05_01_training_r3,0,500000,0
6,1988_06_01_training_r3,0,499988,12
7,1988_07_01_training_r3,0,500000,0
8,1988_08_01_training_r3,0,500000,0
9,1988_09_01_training_r3,0,500000,0
10,1988_10_01_training_r3,0,500000,0
11,1988_11_01_training_r3,0,500000,0
12,1988_12_01_training_r3,0,500000,0
13,1989_01_01_training_r3,0,499715,285
14,1989_02_01_training_r3,0,6672,479083
15,1989_03_01_training_r3,0,494666,5237
16,1989_04_01_training_r3,0,95,486010
17,1989_05_01_training_r3,0,30357,463742
18,1989_06_01_training_r3,0,500000,0
19,1989_07_01_training_r3,0,500000,0
20,1989_08_01_training_r3,0,500000,0
21,1989_09_01_training_r3,0,500000,0
22,1989_10_01_training_r3,0,500000,0
23,1989_11_01_training_r3,0,500000,0
24,1989_12_01_training_r3,0,490835,8841
25,1990_01_01_training_r3,0,183666,309505
26,1990_02_01_training_r3,0,274043,217465
27,1990_03_01_training_r3,0,1698,476395
28,1990_04_01_training_r3,0,500000,0
29,1990_05_01_training_r3,0,500000,0
30,1990_06_01_training_r3,0,499333,667
31,1990_07_01_training_r3,0,500000,0
32,1990_08_01_training_r3,0,500000,0
33,1990_09_01_training_r3,0,500000,0
34,1990_10_01_training_r3,0,500000,0
35,1990_11_01_training_r3,0,500000,0
36,1990_12_01_training_r3,0,383222,106832
37,1991_01_01_training_r3,0,353757,132383
38,1991_02_01_training_r3,0,53340,433213
39,1991_03_01_training_r3,0,1516,485687
40,1991_04_01_training_r3,0,500000,0
41,1991_05_01_training_r3,0,499651,349
42,1991_06_01_training_r3,0,500000,0
43,1991_07_01_training_r3,0,500000,0
44,1991_08_01_training_r3,0,500000,0
45,1991_09_01_training_r3,0,500000,0
46,1991_10_01_training_r3,0,500000,0
47,1991_11_01_training_r3,0,500000,0
48,1991_12_01_training_r3,0,372567,116239
