,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r18,0,500000,0
1,1988_01_01_training_r18,0,263094,231208
2,1988_02_01_training_r18,0,360549,134687
3,1988_03_01_training_r18,0,477793,21546
4,1988_04_01_training_r18,0,249957,243520
5,1988_05_01_training_r18,0,469540,28809
6,1988_06_01_training_r18,0,459980,38168
7,1988_07_01_training_r18,0,500000,0
8,1988_08_01_training_r18,0,500000,0
9,1988_09_01_training_r18,0,477623,20125
10,1988_10_01_training_r18,0,250392,236834
11,1988_11_01_training_r18,0,250417,238057
12,1988_12_01_training_r18,0,277030,213836
13,1989_01_01_training_r18,0,483903,13972
14,1989_02_01_training_r18,0,254243,238523
15,1989_03_01_training_r18,0,255090,238560
16,1989_04_01_training_r18,0,454236,43942
17,1989_05_01_training_r18,0,249760,241876
18,1989_06_01_training_r18,0,420085,76350
19,1989_07_01_training_r18,0,500000,0
20,1989_08_01_training_r18,0,500000,0
21,1989_09_01_training_r18,0,500000,0
22,1989_10_01_training_r18,0,500000,0
23,1989_11_01_training_r18,0,251874,235665
24,1989_12_01_training_r18,0,282408,207082
25,1990_01_01_training_r18,0,269240,222999
26,1990_02_01_training_r18,0,381335,112551
27,1990_03_01_training_r18,0,252335,239049
28,1990_04_01_training_r18,0,249760,241640
29,1990_05_01_training_r18,0,293117,199262
30,1990_06_01_training_r18,0,275761,213641
31,1990_07_01_training_r18,0,500000,0
32,1990_08_01_training_r18,0,500000,0
33,1990_09_01_training_r18,0,500000,0
34,1990_10_01_training_r18,0,500000,0
35,1990_11_01_training_r18,0,257904,231964
36,1990_12_01_training_r18,0,500000,0
37,1991_01_01_training_r18,0,446540,46594
38,1991_02_01_training_r18,0,253234,240067
39,1991_03_01_training_r18,0,249762,243009
40,1991_04_01_training_r18,0,250181,242208
41,1991_05_01_training_r18,0,249760,241382
42,1991_06_01_training_r18,0,500000,0
43,1991_07_01_training_r18,0,500000,0
44,1991_08_01_training_r18,0,500000,0
45,1991_09_01_training_r18,0,254194,237480
46,1991_10_01_training_r18,0,249760,240873
47,1991_11_01_training_r18,0,252912,238680
48,1991_12_01_training_r18,0,359801,132977
49,1992_01_01_training_r18,0,467082,26421
50,1992_02_01_training_r18,0,255732,239233
51,1992_03_01_training_r18,0,252872,242723
52,1992_04_01_training_r18,0,409462,88043
53,1992_05_01_training_r18,0,410358,86532
54,1992_06_01_training_r18,0,500000,0
55,1992_07_01_training_r18,0,397756,96505
56,1992_08_01_training_r18,0,500000,0
57,1992_09_01_training_r18,0,500000,0
58,1992_10_01_training_r18,0,463121,35380
59,1992_11_01_training_r18,0,274351,216622
60,1992_12_01_training_r18,0,274635,216733
61,1993_01_01_training_r18,0,262295,231319
62,1993_02_01_training_r18,0,283295,211733
63,1993_03_01_training_r18,0,462773,36212
64,1993_04_01_training_r18,0,500000,0
65,1993_05_01_training_r18,0,249760,242351
66,1993_06_01_training_r18,0,256942,235351
67,1993_07_01_training_r18,0,482857,15509
68,1993_08_01_training_r18,0,499200,398
69,1993_09_01_training_r18,0,500000,0
70,1993_10_01_training_r18,0,275813,214139
71,1993_11_01_training_r18,0,312017,178869
72,1993_12_01_training_r18,0,377614,114902
73,1994_01_01_training_r18,0,466758,27255
74,1994_02_01_training_r18,0,271134,222796
75,1994_03_01_training_r18,0,454681,44224
76,1994_04_01_training_r18,0,452820,44759
77,1994_05_01_training_r18,0,500000,0
78,1994_06_01_training_r18,0,411110,85033
79,1994_07_01_training_r18,0,450035,47422
80,1994_08_01_training_r18,0,500000,0
81,1994_09_01_training_r18,0,441690,52958
82,1994_10_01_training_r18,0,249760,237287
83,1994_11_01_training_r18,0,485049,13751
84,1994_12_01_training_r18,0,260343,232706
85,1995_01_01_training_r18,0,500000,0
86,1995_02_01_training_r18,0,493732,6185
87,1995_03_01_training_r18,0,250774,244136
88,1995_04_01_training_r18,0,463951,35198
89,1995_05_01_training_r18,0,500000,0
90,1995_06_01_training_r18,0,500000,0
91,1995_07_01_training_r18,0,500000,0
92,1995_08_01_training_r18,0,500000,0
93,1995_09_01_training_r18,0,500000,0
94,1995_10_01_training_r18,0,500000,0
95,1995_11_01_training_r18,0,251196,240036
96,1995_12_01_training_r18,0,500000,0
97,1996_01_01_training_r18,0,256247,236025
