,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r10,0,124873,367579
1,1988_01_01_training_r10,0,500000,0
2,1988_02_01_training_r10,0,500000,0
3,1988_03_01_training_r10,0,500000,0
4,1988_04_01_training_r10,0,500000,0
5,1988_05_01_training_r10,0,500000,0
6,1988_06_01_training_r10,0,0,487655
7,1988_07_01_training_r10,0,500000,0
8,1988_08_01_training_r10,0,500000,0
9,1988_09_01_training_r10,0,500000,0
10,1988_10_01_training_r10,0,26,484640
11,1988_11_01_training_r10,0,500000,0
12,1988_12_01_training_r10,0,500000,0
13,1989_01_01_training_r10,0,7369,478134
14,1989_02_01_training_r10,0,500000,0
15,1989_03_01_training_r10,0,1449,491356
16,1989_04_01_training_r10,0,31609,458179
17,1989_05_01_training_r10,0,0,486874
18,1989_06_01_training_r10,0,500000,0
19,1989_07_01_training_r10,0,500000,0
20,1989_08_01_training_r10,0,500000,0
21,1989_09_01_training_r10,0,500000,0
22,1989_10_01_training_r10,0,500000,0
23,1989_11_01_training_r10,0,500000,0
24,1989_12_01_training_r10,0,15657,473726
25,1990_01_01_training_r10,0,42910,448017
26,1990_02_01_training_r10,0,5760,486779
27,1990_03_01_training_r10,0,500000,0
28,1990_04_01_training_r10,0,500000,0
29,1990_05_01_training_r10,0,376565,123434
30,1990_06_01_training_r10,0,80584,405800
31,1990_07_01_training_r10,0,500000,0
32,1990_08_01_training_r10,0,500000,0
33,1990_09_01_training_r10,0,500000,0
34,1990_10_01_training_r10,0,500000,0
35,1990_11_01_training_r10,0,500000,0
36,1990_12_01_training_r10,0,187617,300854
37,1991_01_01_training_r10,0,500000,0
38,1991_02_01_training_r10,0,32290,461619
39,1991_03_01_training_r10,0,4449,487036
40,1991_04_01_training_r10,0,74384,414532
41,1991_05_01_training_r10,0,0,486652
42,1991_06_01_training_r10,0,500000,0
43,1991_07_01_training_r10,0,500000,0
44,1991_08_01_training_r10,0,500000,0
45,1991_09_01_training_r10,0,500000,0
46,1991_10_01_training_r10,0,500000,0
47,1991_11_01_training_r10,0,500000,0
48,1991_12_01_training_r10,0,309003,182108
49,1992_01_01_training_r10,0,452238,41111
50,1992_02_01_training_r10,0,30769,464604
51,1992_03_01_training_r10,0,500000,0
52,1992_04_01_training_r10,0,332784,167215
53,1992_05_01_training_r10,0,5,499924
54,1992_06_01_training_r10,0,2,490656
55,1992_07_01_training_r10,0,500000,0
56,1992_08_01_training_r10,0,500000,0
57,1992_09_01_training_r10,0,500000,0
58,1992_10_01_training_r10,0,500000,0
59,1992_11_01_training_r10,0,7457,480046
60,1992_12_01_training_r10,0,492468,6387
61,1993_01_01_training_r10,0,500000,0
62,1993_02_01_training_r10,0,496460,3435
63,1993_03_01_training_r10,0,2854,492751
64,1993_04_01_training_r10,0,500000,0
65,1993_05_01_training_r10,0,500000,0
66,1993_06_01_training_r10,0,500000,0
67,1993_07_01_training_r10,0,500000,0
68,1993_08_01_training_r10,0,500000,0
69,1993_09_01_training_r10,0,300036,191465
70,1993_10_01_training_r10,0,0,481530
71,1993_11_01_training_r10,0,500000,0
72,1993_12_01_training_r10,0,27022,462988
73,1994_01_01_training_r10,0,480942,17854
74,1994_02_01_training_r10,0,6255,485114
75,1994_03_01_training_r10,0,384,492742
76,1994_04_01_training_r10,0,500000,0
77,1994_05_01_training_r10,0,500000,0
78,1994_06_01_training_r10,0,316098,183900
79,1994_07_01_training_r10,0,500000,0
80,1994_08_01_training_r10,0,500000,0
81,1994_09_01_training_r10,0,1068,480048
82,1994_10_01_training_r10,0,2205,487159
83,1994_11_01_training_r10,0,11643,478356
84,1994_12_01_training_r10,0,356476,137555
85,1995_01_01_training_r10,0,489222,10774
86,1995_02_01_training_r10,0,51224,442796
87,1995_03_01_training_r10,0,823,493945
88,1995_04_01_training_r10,0,500000,0
89,1995_05_01_training_r10,0,500000,0
90,1995_06_01_training_r10,0,500000,0
91,1995_07_01_training_r10,0,500000,0
92,1995_08_01_training_r10,0,500000,0
93,1995_09_01_training_r10,0,500000,0
94,1995_10_01_training_r10,0,500000,0
95,1995_11_01_training_r10,0,500000,0
96,1995_12_01_training_r10,0,11377,479045
97,1996_01_01_training_r10,0,469533,22256
98,1996_02_01_training_r10,0,211689,278970
99,1996_03_01_training_r10,0,500000,0
100,1996_04_01_training_r10,0,500000,0
101,1996_05_01_training_r10,0,500000,0
102,1996_06_01_training_r10,0,499998,2
103,1996_07_01_training_r10,0,92097,390004
104,1996_08_01_training_r10,0,500000,0
105,1996_09_01_training_r10,0,30389,452420
106,1996_10_01_training_r10,0,12,482066
107,1996_11_01_training_r10,0,13849,471411
108,1996_12_01_training_r10,0,13068,476390
109,1997_01_01_training_r10,0,426940,65671
110,1997_02_01_training_r10,0,28227,466334
111,1997_03_01_training_r10,0,713,494604
112,1997_04_01_training_r10,0,500000,0
113,1997_05_01_training_r10,0,500000,0
114,1997_06_01_training_r10,0,500000,0
115,1997_07_01_training_r10,0,500000,0
116,1997_08_01_training_r10,0,500000,0
117,1997_09_01_training_r10,0,500000,0
118,1997_10_01_training_r10,0,500000,0
119,1997_11_01_training_r10,0,500000,0
120,1997_12_01_training_r10,0,500000,0
121,1998_01_01_training_r10,0,500000,0
122,1998_02_01_training_r10,0,500000,0
123,1998_03_01_training_r10,0,500000,0
124,1998_04_01_training_r10,0,500000,0
125,1998_05_01_training_r10,0,500000,0
126,1998_06_01_training_r10,0,500000,0
127,1998_07_01_training_r10,0,500000,0
128,1998_08_01_training_r10,0,500000,0
129,1998_09_01_training_r10,0,473688,15223
130,1998_10_01_training_r10,0,500000,0
131,1998_11_01_training_r10,0,500000,0
132,1998_12_01_training_r10,0,500000,0
133,1999_01_01_training_r10,0,500000,0
134,1999_02_01_training_r10,0,500000,0
135,1999_03_01_training_r10,0,500000,0
136,1999_04_01_training_r10,0,500000,0
137,1999_05_01_training_r10,0,500000,0
