,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r32,0,44267,418985
1,1988_01_01_training_r32,0,334797,157662
2,1988_02_01_training_r32,0,7114,465108
3,1988_03_01_training_r32,0,3037,470798
4,1988_04_01_training_r32,0,3,475237
5,1988_05_01_training_r32,0,497122,2878
6,1988_06_01_training_r32,0,500000,0
7,1988_07_01_training_r32,0,498972,31
8,1988_08_01_training_r32,0,431423,45363
9,1988_09_01_training_r32,0,31653,360259
10,1988_10_01_training_r32,0,239,441084
11,1988_11_01_training_r32,0,500000,0
12,1988_12_01_training_r32,0,13029,452512
13,1989_01_01_training_r32,0,424734,75177
14,1989_02_01_training_r32,0,421208,76116
15,1989_03_01_training_r32,0,97,478549
16,1989_04_01_training_r32,0,192,479468
17,1989_05_01_training_r32,0,2,477478
18,1989_06_01_training_r32,0,94437,379639
19,1989_07_01_training_r32,0,500000,0
20,1989_08_01_training_r32,0,500000,0
21,1989_09_01_training_r32,0,500000,0
22,1989_10_01_training_r32,0,500000,0
23,1989_11_01_training_r32,0,1189,458083
24,1989_12_01_training_r32,0,34972,433136
25,1990_01_01_training_r32,0,26859,444554
26,1990_02_01_training_r32,0,10754,466413
27,1990_03_01_training_r32,0,2041,474178
28,1990_04_01_training_r32,0,596,477398
29,1990_05_01_training_r32,0,470850,29138
30,1990_06_01_training_r32,0,500000,0
31,1990_07_01_training_r32,0,500000,0
32,1990_08_01_training_r32,0,468913,17457
33,1990_09_01_training_r32,0,478747,17441
34,1990_10_01_training_r32,0,556,443467
35,1990_11_01_training_r32,0,500000,0
36,1990_12_01_training_r32,0,50964,419843
37,1991_01_01_training_r32,0,44598,428090
38,1991_02_01_training_r32,0,4836,471944
39,1991_03_01_training_r32,0,2153,476891
40,1991_04_01_training_r32,0,1032,477153
41,1991_05_01_training_r32,0,404302,92947
42,1991_06_01_training_r32,0,447111,43794
43,1991_07_01_training_r32,0,500000,0
44,1991_08_01_training_r32,0,175747,283907
45,1991_09_01_training_r32,0,500000,0
46,1991_10_01_training_r32,0,10379,442796
47,1991_11_01_training_r32,0,107115,363128
48,1991_12_01_training_r32,0,500000,0
49,1992_01_01_training_r32,0,292770,184972
50,1992_02_01_training_r32,0,166180,315821
51,1992_03_01_training_r32,0,21210,462437
52,1992_04_01_training_r32,0,9476,471457
53,1992_05_01_training_r32,0,2,478841
54,1992_06_01_training_r32,0,2,478223
55,1992_07_01_training_r32,0,497175,1735
56,1992_08_01_training_r32,0,354303,116572
57,1992_09_01_training_r32,0,117783,317004
58,1992_10_01_training_r32,0,6116,450868
59,1992_11_01_training_r32,0,284535,194205
60,1992_12_01_training_r32,0,356269,129198
61,1993_01_01_training_r32,0,109776,364917
62,1993_02_01_training_r32,0,500000,0
63,1993_03_01_training_r32,0,2563,475270
64,1993_04_01_training_r32,0,478068,21910
65,1993_05_01_training_r32,0,489,473812
66,1993_06_01_training_r32,0,384175,111752
67,1993_07_01_training_r32,0,494083,5567
68,1993_08_01_training_r32,0,500000,0
69,1993_09_01_training_r32,0,500000,0
70,1993_10_01_training_r32,0,881,445879
71,1993_11_01_training_r32,0,19053,437096
72,1993_12_01_training_r32,0,98041,370324
73,1994_01_01_training_r32,0,500000,0
74,1994_02_01_training_r32,0,379850,116329
75,1994_03_01_training_r32,0,500000,0
76,1994_04_01_training_r32,0,500000,0
77,1994_05_01_training_r32,0,437936,60283
78,1994_06_01_training_r32,0,500000,0
79,1994_07_01_training_r32,0,496885,3057
80,1994_08_01_training_r32,0,235617,160859
81,1994_09_01_training_r32,0,478999,5857
82,1994_10_01_training_r32,0,219812,247260
83,1994_11_01_training_r32,0,376751,117238
84,1994_12_01_training_r32,0,277606,189708
85,1995_01_01_training_r32,0,13708,457397
86,1995_02_01_training_r32,0,28832,445472
87,1995_03_01_training_r32,0,308458,184858
88,1995_04_01_training_r32,0,500000,0
89,1995_05_01_training_r32,0,500000,0
90,1995_06_01_training_r32,0,500000,0
91,1995_07_01_training_r32,0,500000,0
92,1995_08_01_training_r32,0,500000,0
93,1995_09_01_training_r32,0,500000,0
94,1995_10_01_training_r32,0,450208,47935
95,1995_11_01_training_r32,0,191141,269374
96,1995_12_01_training_r32,0,500000,0
97,1996_01_01_training_r32,0,500000,0
98,1996_02_01_training_r32,0,500000,0
99,1996_03_01_training_r32,0,370651,122108
100,1996_04_01_training_r32,0,500000,0
101,1996_05_01_training_r32,0,500000,0
102,1996_06_01_training_r32,0,500000,0
103,1996_07_01_training_r32,0,453290,25623
104,1996_08_01_training_r32,0,500000,0
105,1996_09_01_training_r32,0,232241,149163
106,1996_10_01_training_r32,0,83,425472
107,1996_11_01_training_r32,0,96,449197
108,1996_12_01_training_r32,0,332900,148057
109,1997_01_01_training_r32,0,253607,235656
110,1997_02_01_training_r32,0,500000,0
111,1997_03_01_training_r32,0,274349,218040
112,1997_04_01_training_r32,0,500000,0
113,1997_05_01_training_r32,0,500000,0
114,1997_06_01_training_r32,0,500000,0
115,1997_07_01_training_r32,0,500000,0
116,1997_08_01_training_r32,0,500000,0
117,1997_09_01_training_r32,0,500000,0
118,1997_10_01_training_r32,0,500000,0
119,1997_11_01_training_r32,0,500000,0
120,1997_12_01_training_r32,0,500000,0
121,1998_01_01_training_r32,0,500000,0
122,1998_02_01_training_r32,0,500000,0
123,1998_03_01_training_r32,0,500000,0
124,1998_04_01_training_r32,0,500000,0
125,1998_05_01_training_r32,0,500000,0
126,1998_06_01_training_r32,0,500000,0
127,1998_07_01_training_r32,0,500000,0
128,1998_08_01_training_r32,0,500000,0
129,1998_09_01_training_r32,0,500000,0
130,1998_10_01_training_r32,0,500000,0
131,1998_11_01_training_r32,0,500000,0
132,1998_12_01_training_r32,0,500000,0
133,1999_01_01_training_r32,0,500000,0
134,1999_02_01_training_r32,0,500000,0
135,1999_03_01_training_r32,0,500000,0
136,1999_04_01_training_r32,0,500000,0
137,1999_05_01_training_r32,0,500000,0
138,1999_06_01_training_r32,0,500000,0
139,1999_07_01_training_r32,0,500000,0
140,1999_08_01_training_r32,0,487619,6114
141,1999_09_01_training_r32,0,68332,273203
142,1999_10_01_training_r32,0,399270,85611
143,1999_11_01_training_r32,0,389,442059
144,1999_12_01_training_r32,0,500000,0
145,2000_01_01_training_r32,0,500000,0
146,2000_02_01_training_r32,0,228752,250434
147,2000_03_01_training_r32,0,99333,384734
148,2000_04_01_training_r32,0,9992,463864
149,2000_05_01_training_r32,0,492504,7416
150,2000_06_01_training_r32,0,406437,72900
151,2000_07_01_training_r32,0,492709,5675
152,2000_08_01_training_r32,0,172573,238026
153,2000_09_01_training_r32,0,384264,78162
154,2000_10_01_training_r32,0,16066,405601
155,2000_11_01_training_r32,0,500000,0
156,2000_12_01_training_r32,0,242164,225235
157,2001_01_01_training_r32,0,312958,161642
158,2001_02_01_training_r32,0,382806,113096
159,2001_03_01_training_r32,0,381596,114705
160,2001_04_01_training_r32,0,53690,423223
161,2001_05_01_training_r32,0,58032,419001
162,2001_06_01_training_r32,0,422150,74197
163,2001_07_01_training_r32,0,125543,316714
164,2001_08_01_training_r32,0,362466,79420
165,2001_09_01_training_r32,0,49769,364196
166,2001_10_01_training_r32,0,2,446701
167,2001_11_01_training_r32,0,447490,52501
168,2001_12_01_training_r32,0,37108,430608
169,2002_01_01_training_r32,0,423778,70144
170,2002_02_01_training_r32,0,6265,465831
171,2002_03_01_training_r32,0,27,469628
172,2002_04_01_training_r32,0,80100,403022
173,2002_05_01_training_r32,0,10746,471059
174,2002_06_01_training_r32,0,314322,171845
175,2002_07_01_training_r32,0,449553,45575
176,2002_08_01_training_r32,0,483917,13658
177,2002_09_01_training_r32,0,363515,101699
