,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r8,0,361239,134409
1,1988_01_01_training_r8,0,500000,0
2,1988_02_01_training_r8,0,500000,0
3,1988_03_01_training_r8,0,500000,0
4,1988_04_01_training_r8,0,500000,0
5,1988_05_01_training_r8,0,500000,0
6,1988_06_01_training_r8,0,250053,241338
7,1988_07_01_training_r8,0,500000,0
8,1988_08_01_training_r8,0,500000,0
9,1988_09_01_training_r8,0,500000,0
10,1988_10_01_training_r8,0,250064,241629
11,1988_11_01_training_r8,0,500000,0
12,1988_12_01_training_r8,0,500000,0
13,1989_01_01_training_r8,0,255504,236388
14,1989_02_01_training_r8,0,500000,0
15,1989_03_01_training_r8,0,252027,244277
16,1989_04_01_training_r8,0,250313,243677
17,1989_05_01_training_r8,0,250053,241579
18,1989_06_01_training_r8,0,500000,0
19,1989_07_01_training_r8,0,500000,0
20,1989_08_01_training_r8,0,500000,0
21,1989_09_01_training_r8,0,500000,0
22,1989_10_01_training_r8,0,500000,0
23,1989_11_01_training_r8,0,500000,0
24,1989_12_01_training_r8,0,293821,200707
25,1990_01_01_training_r8,0,266508,228843
26,1990_02_01_training_r8,0,253787,242350
27,1990_03_01_training_r8,0,500000,0
28,1990_04_01_training_r8,0,500000,0
29,1990_05_01_training_r8,0,500000,0
30,1990_06_01_training_r8,0,250197,240807
31,1990_07_01_training_r8,0,500000,0
32,1990_08_01_training_r8,0,500000,0
33,1990_09_01_training_r8,0,500000,0
34,1990_10_01_training_r8,0,500000,0
35,1990_11_01_training_r8,0,500000,0
36,1990_12_01_training_r8,0,334824,159672
37,1991_01_01_training_r8,0,500000,0
38,1991_02_01_training_r8,0,278664,218730
39,1991_03_01_training_r8,0,254659,241577
40,1991_04_01_training_r8,0,251706,242007
41,1991_05_01_training_r8,0,250053,242629
42,1991_06_01_training_r8,0,500000,0
43,1991_07_01_training_r8,0,500000,0
44,1991_08_01_training_r8,0,500000,0
45,1991_09_01_training_r8,0,500000,0
46,1991_10_01_training_r8,0,500000,0
47,1991_11_01_training_r8,0,500000,0
48,1991_12_01_training_r8,0,402287,93780
49,1992_01_01_training_r8,0,481864,17036
50,1992_02_01_training_r8,0,277553,220711
51,1992_03_01_training_r8,0,500000,0
52,1992_04_01_training_r8,0,500000,0
53,1992_05_01_training_r8,0,250053,248165
54,1992_06_01_training_r8,0,250053,245578
55,1992_07_01_training_r8,0,500000,0
56,1992_08_01_training_r8,0,500000,0
57,1992_09_01_training_r8,0,500000,0
58,1992_10_01_training_r8,0,500000,0
59,1992_11_01_training_r8,0,256451,237200
60,1992_12_01_training_r8,0,498691,1281
61,1993_01_01_training_r8,0,500000,0
62,1993_02_01_training_r8,0,486508,12621
63,1993_03_01_training_r8,0,253678,244930
64,1993_04_01_training_r8,0,500000,0
65,1993_05_01_training_r8,0,500000,0
66,1993_06_01_training_r8,0,500000,0
67,1993_07_01_training_r8,0,498945,1055
68,1993_08_01_training_r8,0,498903,1097
69,1993_09_01_training_r8,0,412761,76846
70,1993_10_01_training_r8,0,250053,240466
71,1993_11_01_training_r8,0,499972,28
72,1993_12_01_training_r8,0,261514,233899
73,1994_01_01_training_r8,0,418460,79896
74,1994_02_01_training_r8,0,254374,241238
75,1994_03_01_training_r8,0,250210,246561
76,1994_04_01_training_r8,0,500000,0
