,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r13,0,311482,184313
1,1988_01_01_training_r13,0,264739,231759
2,1988_02_01_training_r13,0,372077,124877
3,1988_03_01_training_r13,0,500000,0
4,1988_04_01_training_r13,0,250429,244364
5,1988_05_01_training_r13,0,500000,0
6,1988_06_01_training_r13,0,339249,156695
7,1988_07_01_training_r13,0,500000,0
8,1988_08_01_training_r13,0,500000,0
9,1988_09_01_training_r13,0,500000,0
10,1988_10_01_training_r13,0,250089,240686
11,1988_11_01_training_r13,0,252368,239827
12,1988_12_01_training_r13,0,294574,199263
13,1989_01_01_training_r13,0,341034,154768
14,1989_02_01_training_r13,0,253958,241643
15,1989_03_01_training_r13,0,251241,244425
16,1989_04_01_training_r13,0,437931,60750
17,1989_05_01_training_r13,0,250053,243746
18,1989_06_01_training_r13,0,500000,0
19,1989_07_01_training_r13,0,500000,0
20,1989_08_01_training_r13,0,500000,0
21,1989_09_01_training_r13,0,500000,0
22,1989_10_01_training_r13,0,500000,0
23,1989_11_01_training_r13,0,251759,239621
24,1989_12_01_training_r13,0,289774,202981
25,1990_01_01_training_r13,0,264154,229922
26,1990_02_01_training_r13,0,253030,242353
27,1990_03_01_training_r13,0,254378,239954
28,1990_04_01_training_r13,0,250053,242841
29,1990_05_01_training_r13,0,389437,108747
30,1990_06_01_training_r13,0,322908,168223
31,1990_07_01_training_r13,0,500000,0
32,1990_08_01_training_r13,0,500000,0
33,1990_09_01_training_r13,0,500000,0
34,1990_10_01_training_r13,0,500000,0
35,1990_11_01_training_r13,0,258376,234891
36,1990_12_01_training_r13,0,420103,75895
37,1991_01_01_training_r13,0,467017,29014
38,1991_02_01_training_r13,0,252080,243805
39,1991_03_01_training_r13,0,250062,245434
40,1991_04_01_training_r13,0,250728,243065
41,1991_05_01_training_r13,0,250053,241929
42,1991_06_01_training_r13,0,500000,0
43,1991_07_01_training_r13,0,500000,0
44,1991_08_01_training_r13,0,500000,0
45,1991_09_01_training_r13,0,275133,222459
46,1991_10_01_training_r13,0,250053,241587
47,1991_11_01_training_r13,0,253605,240124
48,1991_12_01_training_r13,0,382310,112834
49,1992_01_01_training_r13,0,452954,41993
50,1992_02_01_training_r13,0,254530,242391
51,1992_03_01_training_r13,0,251496,245983
52,1992_04_01_training_r13,0,412778,85372
53,1992_05_01_training_r13,0,404479,95521
54,1992_06_01_training_r13,0,399576,98169
55,1992_07_01_training_r13,0,476460,21530
56,1992_08_01_training_r13,0,500000,0
57,1992_09_01_training_r13,0,500000,0
58,1992_10_01_training_r13,0,500000,0
59,1992_11_01_training_r13,0,263864,228701
60,1992_12_01_training_r13,0,308443,185999
61,1993_01_01_training_r13,0,256912,239605
62,1993_02_01_training_r13,0,267755,229365
63,1993_03_01_training_r13,0,344167,154229
64,1993_04_01_training_r13,0,500000,0
65,1993_05_01_training_r13,0,250053,243268
66,1993_06_01_training_r13,0,287031,208738
67,1993_07_01_training_r13,0,500000,0
68,1993_08_01_training_r13,0,497937,1544
69,1993_09_01_training_r13,0,394528,103749
70,1993_10_01_training_r13,0,250059,238144
71,1993_11_01_training_r13,0,299585,192797
72,1993_12_01_training_r13,0,295910,198134
73,1994_01_01_training_r13,0,414525,80881
74,1994_02_01_training_r13,0,267621,228053
75,1994_03_01_training_r13,0,345093,152631
76,1994_04_01_training_r13,0,440652,57057
77,1994_05_01_training_r13,0,500000,0
78,1994_06_01_training_r13,0,402167,94727
79,1994_07_01_training_r13,0,435371,64538
80,1994_08_01_training_r13,0,500000,0
81,1994_09_01_training_r13,0,359690,133973
82,1994_10_01_training_r13,0,250053,240049
83,1994_11_01_training_r13,0,336779,159304
84,1994_12_01_training_r13,0,261158,233351
85,1995_01_01_training_r13,0,468078,31464
86,1995_02_01_training_r13,0,443460,55723
87,1995_03_01_training_r13,0,254782,241176
88,1995_04_01_training_r13,0,500000,0
89,1995_05_01_training_r13,0,500000,0
90,1995_06_01_training_r13,0,500000,0
91,1995_07_01_training_r13,0,500000,0
92,1995_08_01_training_r13,0,500000,0
93,1995_09_01_training_r13,0,500000,0
94,1995_10_01_training_r13,0,500000,0
95,1995_11_01_training_r13,0,252213,240375
96,1995_12_01_training_r13,0,263416,230793
97,1996_01_01_training_r13,0,257543,235777
98,1996_02_01_training_r13,0,374975,120723
99,1996_03_01_training_r13,0,500000,0
100,1996_04_01_training_r13,0,500000,0
101,1996_05_01_training_r13,0,500000,0
102,1996_06_01_training_r13,0,487973,9587
103,1996_07_01_training_r13,0,276180,213006
104,1996_08_01_training_r13,0,500000,0
105,1996_09_01_training_r13,0,279728,216593
106,1996_10_01_training_r13,0,250077,237951
107,1996_11_01_training_r13,0,254429,237611
108,1996_12_01_training_r13,0,258853,235031
109,1997_01_01_training_r13,0,455131,40796
110,1997_02_01_training_r13,0,412782,85470
111,1997_03_01_training_r13,0,275123,221612
112,1997_04_01_training_r13,0,500000,0
113,1997_05_01_training_r13,0,500000,0
114,1997_06_01_training_r13,0,500000,0
115,1997_07_01_training_r13,0,500000,0
116,1997_08_01_training_r13,0,500000,0
117,1997_09_01_training_r13,0,500000,0
118,1997_10_01_training_r13,0,500000,0
119,1997_11_01_training_r13,0,500000,0
120,1997_12_01_training_r13,0,500000,0
121,1998_01_01_training_r13,0,375418,118021
122,1998_02_01_training_r13,0,500000,0
123,1998_03_01_training_r13,0,500000,0
124,1998_04_01_training_r13,0,500000,0
125,1998_05_01_training_r13,0,500000,0
126,1998_06_01_training_r13,0,500000,0
127,1998_07_01_training_r13,0,500000,0
128,1998_08_01_training_r13,0,500000,0
129,1998_09_01_training_r13,0,495066,3661
130,1998_10_01_training_r13,0,500000,0
131,1998_11_01_training_r13,0,500000,0
132,1998_12_01_training_r13,0,500000,0
133,1999_01_01_training_r13,0,500000,0
134,1999_02_01_training_r13,0,500000,0
135,1999_03_01_training_r13,0,500000,0
136,1999_04_01_training_r13,0,500000,0
137,1999_05_01_training_r13,0,500000,0
138,1999_06_01_training_r13,0,500000,0
139,1999_07_01_training_r13,0,461933,35968
140,1999_08_01_training_r13,0,499122,876
141,1999_09_01_training_r13,0,311142,185447
142,1999_10_01_training_r13,0,250053,241329
143,1999_11_01_training_r13,0,500000,0
144,1999_12_01_training_r13,0,278638,214845
145,2000_01_01_training_r13,0,500000,0
146,2000_02_01_training_r13,0,253185,242226
147,2000_03_01_training_r13,0,347680,150102
148,2000_04_01_training_r13,0,250099,246389
149,2000_05_01_training_r13,0,443352,56648
150,2000_06_01_training_r13,0,500000,0
151,2000_07_01_training_r13,0,500000,0
152,2000_08_01_training_r13,0,462730,36553
153,2000_09_01_training_r13,0,250142,242275
154,2000_10_01_training_r13,0,366459,127959
155,2000_11_01_training_r13,0,343272,151622
