,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r19,0,500000,0
1,1988_01_01_training_r19,0,255187,238540
2,1988_02_01_training_r19,0,276249,218891
3,1988_03_01_training_r19,0,254277,240946
4,1988_04_01_training_r19,0,249760,244078
5,1988_05_01_training_r19,0,279086,214021
6,1988_06_01_training_r19,0,249760,242993
7,1988_07_01_training_r19,0,500000,0
8,1988_08_01_training_r19,0,500000,0
9,1988_09_01_training_r19,0,253421,230391
10,1988_10_01_training_r19,0,249917,235976
11,1988_11_01_training_r19,0,251825,237365
12,1988_12_01_training_r19,0,324813,168253
13,1989_01_01_training_r19,0,404302,86244
14,1989_02_01_training_r19,0,257404,235245
15,1989_03_01_training_r19,0,303788,191434
16,1989_04_01_training_r19,0,250149,243185
17,1989_05_01_training_r19,0,249760,242141
18,1989_06_01_training_r19,0,249760,242266
19,1989_07_01_training_r19,0,500000,0
20,1989_08_01_training_r19,0,500000,0
21,1989_09_01_training_r19,0,500000,0
22,1989_10_01_training_r19,0,500000,0
23,1989_11_01_training_r19,0,310764,181139
24,1989_12_01_training_r19,0,260441,230545
25,1990_01_01_training_r19,0,272629,220316
26,1990_02_01_training_r19,0,256274,237098
27,1990_03_01_training_r19,0,251153,242274
28,1990_04_01_training_r19,0,249789,242663
29,1990_05_01_training_r19,0,249761,240657
30,1990_06_01_training_r19,0,250016,239673
31,1990_07_01_training_r19,0,500000,0
32,1990_08_01_training_r19,0,500000,0
33,1990_09_01_training_r19,0,500000,0
34,1990_10_01_training_r19,0,500000,0
35,1990_11_01_training_r19,0,389355,106705
36,1990_12_01_training_r19,0,500000,0
37,1991_01_01_training_r19,0,380136,113353
38,1991_02_01_training_r19,0,272480,222127
39,1991_03_01_training_r19,0,249780,243609
40,1991_04_01_training_r19,0,277851,215190
41,1991_05_01_training_r19,0,249760,241155
42,1991_06_01_training_r19,0,500000,0
43,1991_07_01_training_r19,0,500000,0
44,1991_08_01_training_r19,0,500000,0
45,1991_09_01_training_r19,0,317980,173815
46,1991_10_01_training_r19,0,321319,171882
47,1991_11_01_training_r19,0,282248,209673
48,1991_12_01_training_r19,0,339196,153436
49,1992_01_01_training_r19,0,443176,49079
50,1992_02_01_training_r19,0,259044,235829
51,1992_03_01_training_r19,0,250482,244833
52,1992_04_01_training_r19,0,249970,244337
53,1992_05_01_training_r19,0,249760,242920
54,1992_06_01_training_r19,0,500000,0
55,1992_07_01_training_r19,0,265283,223705
56,1992_08_01_training_r19,0,500000,0
57,1992_09_01_training_r19,0,500000,0
58,1992_10_01_training_r19,0,256563,234841
59,1992_11_01_training_r19,0,256238,235084
60,1992_12_01_training_r19,0,314087,178398
61,1993_01_01_training_r19,0,264989,229451
62,1993_02_01_training_r19,0,314379,181691
63,1993_03_01_training_r19,0,252206,243189
64,1993_04_01_training_r19,0,500000,0
65,1993_05_01_training_r19,0,249760,242262
66,1993_06_01_training_r19,0,269207,222337
67,1993_07_01_training_r19,0,310072,177942
68,1993_08_01_training_r19,0,499961,10
69,1993_09_01_training_r19,0,500000,0
70,1993_10_01_training_r19,0,381055,114434
71,1993_11_01_training_r19,0,258279,233305
72,1993_12_01_training_r19,0,371060,122318
73,1994_01_01_training_r19,0,471270,24074
74,1994_02_01_training_r19,0,256979,237399
75,1994_03_01_training_r19,0,249940,244812
76,1994_04_01_training_r19,0,484092,15356
77,1994_05_01_training_r19,0,500000,0
78,1994_06_01_training_r19,0,249760,242553
79,1994_07_01_training_r19,0,439444,58067
80,1994_08_01_training_r19,0,500000,0
81,1994_09_01_training_r19,0,249766,233183
82,1994_10_01_training_r19,0,250439,237736
83,1994_11_01_training_r19,0,368452,125775
84,1994_12_01_training_r19,0,282530,211692
85,1995_01_01_training_r19,0,500000,0
86,1995_02_01_training_r19,0,486598,13263
87,1995_03_01_training_r19,0,301154,194944
88,1995_04_01_training_r19,0,249813,246773
89,1995_05_01_training_r19,0,500000,0
90,1995_06_01_training_r19,0,500000,0
91,1995_07_01_training_r19,0,500000,0
92,1995_08_01_training_r19,0,500000,0
93,1995_09_01_training_r19,0,500000,0
94,1995_10_01_training_r19,0,500000,0
95,1995_11_01_training_r19,0,293628,200279
96,1995_12_01_training_r19,0,500000,0
97,1996_01_01_training_r19,0,264121,229519
98,1996_02_01_training_r19,0,500000,0
99,1996_03_01_training_r19,0,500000,0
100,1996_04_01_training_r19,0,500000,0
101,1996_05_01_training_r19,0,500000,0
102,1996_06_01_training_r19,0,500000,0
103,1996_07_01_training_r19,0,499809,155
104,1996_08_01_training_r19,0,500000,0
105,1996_09_01_training_r19,0,500000,0
106,1996_10_01_training_r19,0,249787,234557
107,1996_11_01_training_r19,0,252260,238954
108,1996_12_01_training_r19,0,281640,211739
109,1997_01_01_training_r19,0,500000,0
