,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r24,0,399923,85414
1,1988_01_01_training_r24,0,7135,460774
2,1988_02_01_training_r24,0,43263,433103
3,1988_03_01_training_r24,0,50351,424142
4,1988_04_01_training_r24,0,23,473793
5,1988_05_01_training_r24,0,20619,450303
6,1988_06_01_training_r24,0,305130,174955
7,1988_07_01_training_r24,0,429687,53755
8,1988_08_01_training_r24,0,340745,130171
9,1988_09_01_training_r24,0,25337,393308
10,1988_10_01_training_r24,0,9567,421670
11,1988_11_01_training_r24,0,497904,575
12,1988_12_01_training_r24,0,500000,0
13,1989_01_01_training_r24,0,137877,331298
14,1989_02_01_training_r24,0,7810,464728
15,1989_03_01_training_r24,0,301483,189118
16,1989_04_01_training_r24,0,582,475648
17,1989_05_01_training_r24,0,305,465144
18,1989_06_01_training_r24,0,796,475744
19,1989_07_01_training_r24,0,500000,0
20,1989_08_01_training_r24,0,500000,0
21,1989_09_01_training_r24,0,500000,0
22,1989_10_01_training_r24,0,500000,0
23,1989_11_01_training_r24,0,289902,189945
24,1989_12_01_training_r24,0,27613,439251
25,1990_01_01_training_r24,0,24336,451035
26,1990_02_01_training_r24,0,32447,445725
27,1990_03_01_training_r24,0,12081,464897
28,1990_04_01_training_r24,0,229,478112
29,1990_05_01_training_r24,0,4276,466294
30,1990_06_01_training_r24,0,128422,346765
31,1990_07_01_training_r24,0,500000,0
32,1990_08_01_training_r24,0,318658,111775
33,1990_09_01_training_r24,0,500000,0
34,1990_10_01_training_r24,0,500000,0
35,1990_11_01_training_r24,0,500000,0
36,1990_12_01_training_r24,0,479825,10293
37,1991_01_01_training_r24,0,33835,433976
38,1991_02_01_training_r24,0,10110,464682
39,1991_03_01_training_r24,0,210,472610
40,1991_04_01_training_r24,0,354949,130497
41,1991_05_01_training_r24,0,0,469795
42,1991_06_01_training_r24,0,500000,0
43,1991_07_01_training_r24,0,500000,0
44,1991_08_01_training_r24,0,500000,0
45,1991_09_01_training_r24,0,500000,0
46,1991_10_01_training_r24,0,500000,0
47,1991_11_01_training_r24,0,99375,366320
48,1991_12_01_training_r24,0,183420,288582
49,1992_01_01_training_r24,0,302186,167248
50,1992_02_01_training_r24,0,19252,457522
51,1992_03_01_training_r24,0,1397,476215
52,1992_04_01_training_r24,0,178,476500
53,1992_05_01_training_r24,0,30607,447331
54,1992_06_01_training_r24,0,229003,259754
55,1992_07_01_training_r24,0,140455,331977
56,1992_08_01_training_r24,0,437438,31864
57,1992_09_01_training_r24,0,500000,0
58,1992_10_01_training_r24,0,41154,411501
59,1992_11_01_training_r24,0,20076,441656
60,1992_12_01_training_r24,0,285335,182673
61,1993_01_01_training_r24,0,27649,450507
62,1993_02_01_training_r24,0,500000,0
63,1993_03_01_training_r24,0,4672,475852
64,1993_04_01_training_r24,0,500000,0
65,1993_05_01_training_r24,0,2690,469436
66,1993_06_01_training_r24,0,34849,434284
67,1993_07_01_training_r24,0,117660,341827
68,1993_08_01_training_r24,0,500000,0
69,1993_09_01_training_r24,0,500000,0
70,1993_10_01_training_r24,0,481435,4797
71,1993_11_01_training_r24,0,4160,450172
72,1993_12_01_training_r24,0,372898,98709
73,1994_01_01_training_r24,0,500000,0
74,1994_02_01_training_r24,0,10073,464654
75,1994_03_01_training_r24,0,1400,475676
76,1994_04_01_training_r24,0,500000,0
77,1994_05_01_training_r24,0,423555,66226
78,1994_06_01_training_r24,0,117627,358198
79,1994_07_01_training_r24,0,498848,579
80,1994_08_01_training_r24,0,500000,0
81,1994_09_01_training_r24,0,2296,369195
82,1994_10_01_training_r24,0,3618,432312
83,1994_11_01_training_r24,0,99009,361289
84,1994_12_01_training_r24,0,267817,199045
85,1995_01_01_training_r24,0,500000,0
86,1995_02_01_training_r24,0,225574,256384
87,1995_03_01_training_r24,0,304925,184962
88,1995_04_01_training_r24,0,662,474795
89,1995_05_01_training_r24,0,500000,0
90,1995_06_01_training_r24,0,500000,0
91,1995_07_01_training_r24,0,500000,0
92,1995_08_01_training_r24,0,500000,0
93,1995_09_01_training_r24,0,500000,0
94,1995_10_01_training_r24,0,231884,245193
95,1995_11_01_training_r24,0,377109,110173
96,1995_12_01_training_r24,0,500000,0
97,1996_01_01_training_r24,0,407217,63538
98,1996_02_01_training_r24,0,500000,0
99,1996_03_01_training_r24,0,435796,56379
100,1996_04_01_training_r24,0,500000,0
