,Date image,no-data: 0,non-water: 1,water: 2
0,1987_12_01_training_r37,0,269653,209058
1,1988_01_01_training_r37,0,500000,0
2,1988_02_01_training_r37,0,273014,212809
3,1988_03_01_training_r37,0,328525,165379
4,1988_04_01_training_r37,0,249630,238384
5,1988_05_01_training_r37,0,500000,0
6,1988_06_01_training_r37,0,500000,0
7,1988_07_01_training_r37,0,500000,0
8,1988_08_01_training_r37,0,500000,0
9,1988_09_01_training_r37,0,283780,171739
10,1988_10_01_training_r37,0,249637,214136
11,1988_11_01_training_r37,0,500000,0
12,1988_12_01_training_r37,0,262057,214730
13,1989_01_01_training_r37,0,500000,0
14,1989_02_01_training_r37,0,500000,0
15,1989_03_01_training_r37,0,249727,238445
16,1989_04_01_training_r37,0,249796,240273
17,1989_05_01_training_r37,0,249630,239414
18,1989_06_01_training_r37,0,250430,231345
19,1989_07_01_training_r37,0,500000,0
20,1989_08_01_training_r37,0,500000,0
21,1989_09_01_training_r37,0,500000,0
22,1989_10_01_training_r37,0,500000,0
23,1989_11_01_training_r37,0,250459,225469
24,1989_12_01_training_r37,0,261619,217591
25,1990_01_01_training_r37,0,260916,219892
26,1990_02_01_training_r37,0,259422,224625
27,1990_03_01_training_r37,0,251308,233365
28,1990_04_01_training_r37,0,249676,237020
29,1990_05_01_training_r37,0,500000,0
30,1990_06_01_training_r37,0,500000,0
31,1990_07_01_training_r37,0,500000,0
32,1990_08_01_training_r37,0,500000,0
33,1990_09_01_training_r37,0,495426,3568
34,1990_10_01_training_r37,0,250354,213453
35,1990_11_01_training_r37,0,498558,1436
36,1990_12_01_training_r37,0,274222,206910
37,1991_01_01_training_r37,0,314917,167652
38,1991_02_01_training_r37,0,250851,234418
39,1991_03_01_training_r37,0,311405,178445
40,1991_04_01_training_r37,0,249887,238239
41,1991_05_01_training_r37,0,500000,0
42,1991_06_01_training_r37,0,473253,14173
43,1991_07_01_training_r37,0,500000,0
44,1991_08_01_training_r37,0,262600,215390
45,1991_09_01_training_r37,0,500000,0
46,1991_10_01_training_r37,0,250353,224933
47,1991_11_01_training_r37,0,301541,180948
48,1991_12_01_training_r37,0,500000,0
49,1992_01_01_training_r37,0,405932,80916
50,1992_02_01_training_r37,0,369903,120223
51,1992_03_01_training_r37,0,255549,236559
52,1992_04_01_training_r37,0,321010,171416
53,1992_05_01_training_r37,0,323158,171122
54,1992_06_01_training_r37,0,250332,238849
55,1992_07_01_training_r37,0,493216,38
56,1992_08_01_training_r37,0,407694,73142
57,1992_09_01_training_r37,0,338357,136713
58,1992_10_01_training_r37,0,249795,229715
59,1992_11_01_training_r37,0,500000,0
60,1992_12_01_training_r37,0,459720,26640
61,1993_01_01_training_r37,0,268840,218179
62,1993_02_01_training_r37,0,500000,0
63,1993_03_01_training_r37,0,250636,239166
64,1993_04_01_training_r37,0,500000,0
65,1993_05_01_training_r37,0,249635,238130
66,1993_06_01_training_r37,0,500000,0
67,1993_07_01_training_r37,0,500000,0
68,1993_08_01_training_r37,0,500000,0
69,1993_09_01_training_r37,0,500000,0
70,1993_10_01_training_r37,0,249872,226885
71,1993_11_01_training_r37,0,303324,176519
72,1993_12_01_training_r37,0,289317,192673
73,1994_01_01_training_r37,0,500000,0
74,1994_02_01_training_r37,0,500000,0
75,1994_03_01_training_r37,0,500000,0
76,1994_04_01_training_r37,0,500000,0
77,1994_05_01_training_r37,0,500000,0
78,1994_06_01_training_r37,0,500000,0
79,1994_07_01_training_r37,0,500000,0
80,1994_08_01_training_r37,0,375047,90941
81,1994_09_01_training_r37,0,500000,0
82,1994_10_01_training_r37,0,474523,18932
83,1994_11_01_training_r37,0,500000,0
84,1994_12_01_training_r37,0,402991,81402
85,1995_01_01_training_r37,0,260828,225371
86,1995_02_01_training_r37,0,307590,179729
87,1995_03_01_training_r37,0,500000,0
88,1995_04_01_training_r37,0,500000,0
89,1995_05_01_training_r37,0,500000,0
90,1995_06_01_training_r37,0,500000,0
91,1995_07_01_training_r37,0,500000,0
92,1995_08_01_training_r37,0,500000,0
93,1995_09_01_training_r37,0,500000,0
94,1995_10_01_training_r37,0,500000,0
95,1995_11_01_training_r37,0,279147,194032
96,1995_12_01_training_r37,0,500000,0
97,1996_01_01_training_r37,0,500000,0
98,1996_02_01_training_r37,0,500000,0
99,1996_03_01_training_r37,0,500000,0
100,1996_04_01_training_r37,0,500000,0
101,1996_05_01_training_r37,0,500000,0
102,1996_06_01_training_r37,0,500000,0
103,1996_07_01_training_r37,0,472082,19588
104,1996_08_01_training_r37,0,500000,0
105,1996_09_01_training_r37,0,445176,24614
106,1996_10_01_training_r37,0,250431,219748
107,1996_11_01_training_r37,0,249935,223863
108,1996_12_01_training_r37,0,500000,0
109,1997_01_01_training_r37,0,500000,0
110,1997_02_01_training_r37,0,500000,0
111,1997_03_01_training_r37,0,465544,31026
112,1997_04_01_training_r37,0,500000,0
113,1997_05_01_training_r37,0,500000,0
114,1997_06_01_training_r37,0,500000,0
115,1997_07_01_training_r37,0,500000,0
116,1997_08_01_training_r37,0,500000,0
117,1997_09_01_training_r37,0,500000,0
118,1997_10_01_training_r37,0,500000,0
119,1997_11_01_training_r37,0,500000,0
120,1997_12_01_training_r37,0,500000,0
121,1998_01_01_training_r37,0,500000,0
122,1998_02_01_training_r37,0,500000,0
123,1998_03_01_training_r37,0,500000,0
124,1998_04_01_training_r37,0,500000,0
125,1998_05_01_training_r37,0,500000,0
126,1998_06_01_training_r37,0,500000,0
127,1998_07_01_training_r37,0,500000,0
128,1998_08_01_training_r37,0,500000,0
129,1998_09_01_training_r37,0,500000,0
130,1998_10_01_training_r37,0,500000,0
131,1998_11_01_training_r37,0,500000,0
132,1998_12_01_training_r37,0,500000,0
133,1999_01_01_training_r37,0,500000,0
134,1999_02_01_training_r37,0,500000,0
135,1999_03_01_training_r37,0,500000,0
136,1999_04_01_training_r37,0,500000,0
137,1999_05_01_training_r37,0,500000,0
138,1999_06_01_training_r37,0,500000,0
139,1999_07_01_training_r37,0,500000,0
140,1999_08_01_training_r37,0,500000,0
141,1999_09_01_training_r37,0,331243,121017
142,1999_10_01_training_r37,0,500000,0
143,1999_11_01_training_r37,0,250232,216890
144,1999_12_01_training_r37,0,500000,0
145,2000_01_01_training_r37,0,500000,0
146,2000_02_01_training_r37,0,500000,0
147,2000_03_01_training_r37,0,249636,236163
148,2000_04_01_training_r37,0,314676,176079
149,2000_05_01_training_r37,0,500000,0
150,2000_06_01_training_r37,0,500000,0
151,2000_07_01_training_r37,0,251344,219696
152,2000_08_01_training_r37,0,491432,2059
153,2000_09_01_training_r37,0,500000,0
154,2000_10_01_training_r37,0,268256,194577
155,2000_11_01_training_r37,0,500000,0
156,2000_12_01_training_r37,0,426206,53190
157,2001_01_01_training_r37,0,438276,46434
158,2001_02_01_training_r37,0,500000,0
159,2001_03_01_training_r37,0,500000,0
160,2001_04_01_training_r37,0,254935,233757
161,2001_05_01_training_r37,0,448215,48390
162,2001_06_01_training_r37,0,500000,0
163,2001_07_01_training_r37,0,353621,129064
164,2001_08_01_training_r37,0,380657,85354
165,2001_09_01_training_r37,0,271276,198315
166,2001_10_01_training_r37,0,249631,220386
167,2001_11_01_training_r37,0,500000,0
168,2001_12_01_training_r37,0,260630,220013
169,2002_01_01_training_r37,0,500000,0
170,2002_02_01_training_r37,0,272701,211322
171,2002_03_01_training_r37,0,249631,235028
172,2002_04_01_training_r37,0,252898,235238
173,2002_05_01_training_r37,0,249648,240774
174,2002_06_01_training_r37,0,500000,0
175,2002_07_01_training_r37,0,499997,0
176,2002_08_01_training_r37,0,379472,88562
177,2002_09_01_training_r37,0,498468,749
178,2002_10_01_training_r37,0,249630,226429
179,2002_11_01_training_r37,0,500000,0
180,2002_12_01_training_r37,0,260716,222230
181,2003_01_01_training_r37,0,468696,26050
182,2003_02_01_training_r37,0,284749,202076
183,2003_03_01_training_r37,0,250551,236135
184,2003_04_01_training_r37,0,482546,16742
185,2003_05_01_training_r37,0,368885,126703
186,2003_06_01_training_r37,0,500000,0
187,2003_07_01_training_r37,0,498356,1551
188,2003_08_01_training_r37,0,466006,23674
189,2003_09_01_training_r37,0,500000,0
190,2003_10_01_training_r37,0,500000,0
191,2003_11_01_training_r37,0,266890,204037
192,2003_12_01_training_r37,0,289781,186246
193,2004_01_01_training_r37,0,475880,9113
194,2004_02_01_training_r37,0,249796,231570
195,2004_03_01_training_r37,0,249632,236004
196,2004_04_01_training_r37,0,249630,235713
197,2004_05_01_training_r37,0,249630,234816
198,2004_06_01_training_r37,0,277799,192984
199,2004_07_01_training_r37,0,495549,47
200,2004_08_01_training_r37,0,365185,113090
201,2004_09_01_training_r37,0,500000,0
202,2004_10_01_training_r37,0,250156,198795
203,2004_11_01_training_r37,0,250242,222749
204,2004_12_01_training_r37,0,257361,221617
205,2005_01_01_training_r37,0,305728,177694
206,2005_02_01_training_r37,0,265923,217871
207,2005_03_01_training_r37,0,249670,235551
208,2005_04_01_training_r37,0,249630,236932
209,2005_05_01_training_r37,0,253749,235603
210,2005_06_01_training_r37,0,492718,6494
211,2005_07_01_training_r37,0,303561,178967
212,2005_08_01_training_r37,0,411276,63055
213,2005_09_01_training_r37,0,256537,211459
214,2005_10_01_training_r37,0,488154,9853
215,2005_11_01_training_r37,0,262337,212107
216,2005_12_01_training_r37,0,268663,211257
217,2006_01_01_training_r37,0,326635,159123
218,2006_02_01_training_r37,0,249883,235733
219,2006_03_01_training_r37,0,249647,236633
220,2006_04_01_training_r37,0,251030,236148
221,2006_05_01_training_r37,0,256797,229759
222,2006_06_01_training_r37,0,300287,184999
223,2006_07_01_training_r37,0,500000,0
224,2006_08_01_training_r37,0,368314,108671
225,2006_09_01_training_r37,0,283978,168916
226,2006_10_01_training_r37,0,250368,219606
227,2006_11_01_training_r37,0,251505,228563
228,2006_12_01_training_r37,0,260927,220358
229,2007_01_01_training_r37,0,352896,133729
230,2007_02_01_training_r37,0,257410,228608
231,2007_03_01_training_r37,0,249652,236430
232,2007_04_01_training_r37,0,249929,236702
233,2007_05_01_training_r37,0,249630,235879
234,2007_06_01_training_r37,0,500000,0
235,2007_07_01_training_r37,0,461621,35013
236,2007_08_01_training_r37,0,500000,0
237,2007_09_01_training_r37,0,273041,176233
238,2007_10_01_training_r37,0,259631,197104
239,2007_11_01_training_r37,0,279761,197724
240,2007_12_01_training_r37,0,500000,0
241,2008_01_01_training_r37,0,410459,76917
242,2008_02_01_training_r37,0,297231,189677
243,2008_03_01_training_r37,0,249630,237643
244,2008_04_01_training_r37,0,249630,238345
245,2008_05_01_training_r37,0,249682,237750
246,2008_06_01_training_r37,0,380675,103057
247,2008_07_01_training_r37,0,500000,0
248,2008_08_01_training_r37,0,331958,130686
249,2008_09_01_training_r37,0,494128,1748
250,2008_10_01_training_r37,0,249630,215590
251,2008_11_01_training_r37,0,253376,224727
252,2008_12_01_training_r37,0,334536,146079
253,2009_01_01_training_r37,0,441750,43178
254,2009_02_01_training_r37,0,251088,233159
255,2009_03_01_training_r37,0,254265,232418
256,2009_04_01_training_r37,0,249630,237302
257,2009_05_01_training_r37,0,251453,236113
258,2009_06_01_training_r37,0,249887,233391
259,2009_07_01_training_r37,0,342057,141232
260,2009_08_01_training_r37,0,339745,140128
261,2009_09_01_training_r37,0,261325,204007
262,2009_10_01_training_r37,0,249918,221924
263,2009_11_01_training_r37,0,254944,223841
264,2009_12_01_training_r37,0,421332,60310
265,2010_01_01_training_r37,0,345751,140338
266,2010_02_01_training_r37,0,268903,217808
267,2010_03_01_training_r37,0,249990,238147
268,2010_04_01_training_r37,0,249630,239569
269,2010_05_01_training_r37,0,251379,237582
270,2010_06_01_training_r37,0,500000,0
271,2010_07_01_training_r37,0,278763,201493
272,2010_08_01_training_r37,0,308071,168464
273,2010_09_01_training_r37,0,477481,18031
274,2010_10_01_training_r37,0,252556,213514
275,2010_11_01_training_r37,0,289114,191410
276,2010_12_01_training_r37,0,500000,0
277,2011_01_01_training_r37,0,449636,38796
278,2011_02_01_training_r37,0,487401,8442
